OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,FACILITYID,LOCDESC,OBJECTID_hydstra,station
1165,1165,69,21344.44215,1165,{3019385B-6897-4FF3-B9F8-39518582BEC3},A04-1608-2,,69,FULLERTON_RES
1166,1166,69,21612.82145,1166,{B3DA2AB8-CEAF-4A1B-AFD6-4C3C0F0BDDD8},A04-1610-2,,69,FULLERTON_RES
1167,1167,69,21847.45813,1167,{2717F2CC-64C8-4FC4-9A15-3706048E5C62},A04-1609-2,,69,FULLERTON_RES
1168,1168,69,23569.53973,1168,{DD12C017-8D73-4112-9399-DFC7180303F8},A04-1611-1,,69,FULLERTON_RES
1169,1169,69,23581.90904,1169,{15F17934-BC64-449F-9FC3-DED995D0882E},A04-1611-2,,69,FULLERTON_RES
1170,1170,69,23821.63686,1170,{71E9EBA5-D41A-4FDA-95A6-118BC8B10970},A04-1611-3,,69,FULLERTON_RES
1171,1171,69,24528.84736,1171,{8511DC9A-0806-4D5F-817B-A291999E6EDA},A04-1611-4,,69,FULLERTON_RES
1172,1172,69,25152.83218,1172,{499AAA91-FC92-44D4-BCF1-53411F7B4040},A04-1619-1,,69,FULLERTON_RES
1173,1173,69,25182.37579,1173,{51D54D87-950A-461E-BACA-9B7A5F69760E},A04-1615-1,,69,FULLERTON_RES
1174,1174,69,26303.91021,1174,{A12A107B-4878-4292-AE2F-B7E73DD1C0AC},A04-1618-1,,69,FULLERTON_RES
1175,1175,69,26366.06098,1175,{14411EEC-2BA4-439A-9513-2602B554E41A},A04-1615-2,,69,FULLERTON_RES
1176,1176,69,26818.94296,1176,{7532E894-519D-42CC-A0E1-75A7530B4C09},A04-1648-1,,69,FULLERTON_RES
1177,1177,67,24602.52517,1177,{B5C1D37C-2978-44E9-8E64-58F47E7551D0},A07-1923-1,,67,BUENA
1178,1178,67,25458.96972,1178,{342307D3-2F56-494B-BCDF-FDC88C08E974},A07-1923-2,,67,BUENA
1179,1179,69,25281.80016,1179,{0B684F4C-4A91-4CC2-9B8E-045CFBF40EA2},A07-1911-1,,69,FULLERTON_RES
1180,1180,69,25049.88768,1180,{78CDADEF-3864-4D90-8236-7F57D07CAE8C},A07-1911-2,,69,FULLERTON_RES
1181,1181,69,24609.64153,1181,{AE40D270-9FC6-4E58-922F-9E584FC437F7},A07-1920-1,,69,FULLERTON_RES
1182,1182,69,24427.63995,1182,{F1741BD4-BED0-4210-9008-3C50CF5E3B98},A07-1906-1,,69,FULLERTON_RES
1183,1183,69,22754.68904,1183,{4EA5AF03-9F58-4C65-A193-B44F05CB8898},A07-1914-1,,69,FULLERTON_RES
1184,1184,69,22741.67822,1184,{D82A43E1-FE75-4AA2-A59B-9AEF5B795F3C},A07-1904-1,,69,FULLERTON_RES
1185,1185,69,22033.42751,1185,{360A30AE-B176-4A0A-B6FA-7305E35662E5},A07-1900-1,,69,FULLERTON_RES
1186,1186,69,22014.9706,1186,{0028717F-905C-4D8A-81BE-8D80667F030C},A07-1900-2,,69,FULLERTON_RES
1187,1187,69,21295.85979,1187,{02D0053A-1268-4B1D-9A5C-FA1945B473FD},A07-1892-1,,69,FULLERTON_RES
1188,1188,69,21264.36145,1188,{EF81C935-E939-466D-AE90-C79C4C5AD904},A07-1892-2,,69,FULLERTON_RES
1189,1189,69,21714.5009,1189,{3EC6C190-AEDA-4531-A7CA-21BE3197BB77},A07-1900-4,,69,FULLERTON_RES
1190,1190,69,22031.83695,1190,{2BC71FA9-D318-485F-95B0-2A6006949283},A07-1897-1,,69,FULLERTON_RES
1191,1191,69,22702.20175,1191,{CBB51601-A17F-4889-B706-6CFDC603E846},A07-1897-2,,69,FULLERTON_RES
1192,1192,69,22912.86321,1192,{939DA9FB-C74D-4CD6-A8BC-DC5F52D41934},A07-2573-1,,69,FULLERTON_RES
1193,1193,69,23204.26059,1193,{4F1E22CC-3C20-4AC1-A5EC-B6CF42AD4ABF},A07-1894-1,,69,FULLERTON_RES
1194,1194,66,9884.092607,1194,{3FD1EDFA-0C7E-41B0-BB02-BEEB168B3E01},E01-5124-1,,66,YORBA_RESERVOIR
1195,1195,66,9097.760695,1195,{D5854DC2-E96C-42B6-BBC3-5712ABC58560},E01-6182-3,,66,YORBA_RESERVOIR
1196,1196,47,9706.431154,1196,{0CF5D5AD-C427-4B10-AD24-D5F6431FD459},E01-5146-1,,47,GLASSELL
1197,1197,47,9503.493713,1197,{0089820D-3F5F-4A42-9ACD-36730C40059F},E01-4666-1,,47,GLASSELL
1198,1198,47,9098.506882,1198,{842FA40A-6B6B-4C9A-B576-F98C42F0B862},E01-4666-2,,47,GLASSELL
1199,1199,47,8384.459667,1199,{58689409-43FE-4537-85E1-D9B62AD940BF},E01-6403-1,,47,GLASSELL
1200,1200,47,7778.242407,1200,{9EA12F80-095C-4C3B-9122-B431D885298C},E01-5119-1,,47,GLASSELL
1201,1201,47,7784.334438,1201,{F150C776-0386-4E94-B5C7-7658590D08FB},E01-5119-2,,47,GLASSELL
1202,1202,47,6475.782353,1202,{B68D1F7A-C654-4956-BD00-252CC45B406F},E01-5120-1,,47,GLASSELL
1203,1203,47,5217.468657,1203,{07130F64-F915-4FC6-BA95-CCF163ECECCD},E01-4644-1,,47,GLASSELL
1204,1204,47,4583.076591,1204,{6D31D916-646B-4A86-87B0-3AE8B02F1B23},E01-5722-1,,47,GLASSELL
1205,1205,47,4063.915338,1205,{F2F13A4C-4464-44D1-8DDE-44EB6EF6086D},E01-4568-1,,47,GLASSELL
1206,1206,47,4026.073925,1206,{64EA3EF8-EB98-4601-95DA-0CEFD8F27AA8},E01-4568-2,,47,GLASSELL
1207,1207,47,4012.399778,1207,{8ADA04E0-2202-4CE1-B224-82DD8FE2369D},E01-4568-3,,47,GLASSELL
1208,1208,47,4859.91024,1208,{F0E22BD7-FD3D-4875-9BEB-60D699762441},E01-5723-1,,47,GLASSELL
1209,1209,47,5350.693062,1209,{9B481008-B53F-4A5C-9782-7405747A4100},E01-5723-2,,47,GLASSELL
1210,1210,47,6226.742941,1210,{EEDC1D25-188B-4823-9189-710FEF64F8DA},E01-6232-1,,47,GLASSELL
1211,1211,47,6454.507569,1211,{EBF9257F-D539-4BC8-BF5F-03D7764445D7},E01-5724-1,,47,GLASSELL
1212,1212,47,7132.034879,1212,{C7448147-BD08-4E2D-BDAF-515D414C4714},E01-5497-1,,47,GLASSELL
1213,1213,47,7578.361615,1213,{D24EF8F6-80CF-4937-9888-11431EFC01F6},E01-5497-2,,47,GLASSELL
1214,1214,47,9232.695124,1214,{A9B54A85-E5AB-4949-B647-4D81634EBF26},E01-5113-1,,47,GLASSELL
1215,1215,47,9644.73417,1215,{45D92ACC-FD1E-419A-ABE9-072E062ABA51},E01-5113-2,,47,GLASSELL
1216,1216,47,10103.94338,1216,{1E04F9D0-5B9C-4EC4-9900-D42B80313BF9},E01-5113-3,,47,GLASSELL
1217,1217,47,11245.16217,1217,{EAC7B75F-5629-4C37-B71E-3815396A911F},E07-5498-1,,47,GLASSELL
1218,1218,47,11407.39034,1218,{E941B5B4-9CB6-4F24-9B5F-8B7F1EBF3FD8},E01-5726-1,,47,GLASSELL
1219,1219,47,8385.631126,1219,{AFD34F92-127E-4BE2-A8CC-DC4FFC5BAEC2},E07-5493-1,,47,GLASSELL
1220,1220,47,4194.845482,1220,{ED0178C1-B46E-4E8C-A9D7-FDDC59E7DB15},E07-5490-1,,47,GLASSELL
1221,1221,47,4091.919411,1221,{A205EEB9-F4CC-43AD-BCEE-8704BED47C63},E07-6152-1,,47,GLASSELL
1222,1222,47,3172.893842,1222,{FDD607DD-09C1-4928-8E5D-5001DDE6EB52},E07-5725-1,,47,GLASSELL
1223,1223,47,2901.443465,1223,{62D06720-48D9-4DF5-84AE-38822785F903},E07-5725-2,,47,GLASSELL
1224,1224,45,11430.21804,1224,{5D83447F-9301-42E6-9A6D-C1CB0A9B26E0},E01-5503-1,,45,HASTERBASIN
1225,1225,45,10609.35244,1225,{CD7C16E8-9BEF-419A-AE5E-10281D63AE2F},E01-5518-1,,45,HASTERBASIN
1226,1226,45,10360.49931,1226,{ED292E86-841F-4CD8-901D-086585514F59},E01-6169-1,,45,HASTERBASIN
1227,1227,45,8365.959733,1227,{54F6592A-FF30-4E6C-8F97-E7BEFE283E2D},E01-5506-1,,45,HASTERBASIN
1228,1228,45,8334.309017,1228,{E8228A49-3229-4765-8D2D-6450C0692BD6},E01-5506-2,,45,HASTERBASIN
1229,1229,45,7433.498426,1229,{1618BFC1-DF4F-4BB8-BD45-14C8B7E4F158},E01-5506-3,,45,HASTERBASIN
1230,1230,45,6953.36406,1230,{8791F588-7C88-4F05-BBD8-E466783DFAB7},E01-6330-1,,45,HASTERBASIN
1231,1231,45,6918.507373,1231,{07774628-A2D7-4F93-A247-5BBC332401B1},E01-6351-1,,45,HASTERBASIN
1232,1232,45,6406.647347,1232,{9901BFEF-4EC0-466D-A4C2-32AB4C00AD83},E01-5009-1,,45,HASTERBASIN
1233,1233,45,6136.710349,1233,{BC6CED6A-4608-4976-BB8C-392C5B9645D4},E01-5009-2,,45,HASTERBASIN
1234,1234,45,6135.414494,1234,{25B05E6C-F7D0-4E04-A582-E14C0AD3B2E9},E01-5011-1,,45,HASTERBASIN
1235,1235,45,6511.765166,1235,{9C3486B6-B567-49E1-B3E3-87B250A84E48},E01-5006-1,,45,HASTERBASIN
1236,1236,45,6880.056341,1236,{E7E74604-24E9-4247-883C-FB723D9DCBDF},E01-6338-1,,45,HASTERBASIN
1237,1237,45,6912.038603,1237,{B80186E0-B4D1-476E-AC55-4574042A0AB6},E01-6338-2,,45,HASTERBASIN
1238,1238,45,7062.914458,1238,{BE3A802B-2A47-4A52-A95E-47E54E1BAEC2},E01-6338-3,,45,HASTERBASIN
1239,1239,45,6851.746185,1239,{3F335367-7F4A-4CD0-9B9B-55806DBA2401},E01-5734-1,,45,HASTERBASIN
1240,1240,45,7152.185014,1240,{B08E52CB-EDB4-4100-93A9-50E40425FCCC},E01-5008-1,,45,HASTERBASIN
1241,1241,45,7932.582454,1241,{84FF9552-5CDD-4496-83AD-C9A2842F93A6},E01-5409-1,,45,HASTERBASIN
1242,1242,45,8468.226151,1242,{2489090E-2EDE-4E5C-A7E9-F50760B6E214},E01-5412-1,,45,HASTERBASIN
1243,1243,45,8632.342581,1243,{96D8ECB7-14F1-419E-ACA1-03E3665F9340},E01-5866-1,,45,HASTERBASIN
1244,1244,45,9160.614211,1244,{9686293D-7875-4AAC-B348-C9BE61154866},E01-5866-2,,45,HASTERBASIN
1245,1245,95,9083.546586,1245,{053EAB0C-B5AA-41C2-8B9D-9B13182A80BB},E01-5412-1,,95,SANTANA
1246,1246,95,13366.84001,1246,{1AC20BAB-3839-49B7-9444-2112E9D9088E},E01-5004-1,,95,SANTANA
1247,1247,95,15058.08056,1247,{A226CDB5-5995-42FA-A2FB-6998EA05C18D},E01-5729-1,,95,SANTANA
1248,1248,95,17165.58736,1248,{C300BB88-D2B2-4FF5-94FE-BC0DEAA40B7A},E01-5729-2,,95,SANTANA
1249,1249,95,17285.5986,1249,{7AD1238F-75E2-4E17-9759-1822B27B3850},E01-5729-3,,95,SANTANA
1250,1250,76,16685.56587,1250,{9025AA77-8A3B-4604-A65B-F1F7085D25DF},E01-5784-1,,76,COSTAMESA
1251,1251,32,5814.448463,1251,{A18BB376-6959-480B-80FE-ADC66EB2862B},D03-4017-1,,32,COSTAMESA_CMWD
1252,1252,32,5889.227566,1252,{210F3D9B-B071-4DAF-9E6C-6843FBB1DE42},E01-4003-1,,32,COSTAMESA_CMWD
1253,1253,32,7197.047006,1253,{944C2DEC-7875-43F3-B1DE-4BFEC9B7C6D7},E01-5740-1,,32,COSTAMESA_CMWD
1254,1254,32,7609.902094,1254,{8E704AEE-EC4B-4CD0-95C1-7C34A5F4E595},E01-5740-2,,32,COSTAMESA_CMWD
1255,1255,67,18428.65381,1255,{77D8E229-3522-45EF-8738-3F2489FC367F},B02-2494-3,,67,BUENA
1256,1256,67,14739.25937,1256,{C298119B-690D-4A44-889D-840A654D7C6F},B02-2785-3,,67,BUENA
1257,1257,67,16584.3588,1257,{C9304477-D777-4594-9668-5C865B4433B9},B02-2497-2,,67,BUENA
1258,1258,69,27501.21443,1258,{FD434F12-D53F-4820-A27B-9A3123CF3D27},A01-1097-1,,69,FULLERTON_RES
1259,1259,67,26640.56461,1259,{C371A707-BA9D-43EE-970A-A1505F817C4F},A01-1118-3,,67,BUENA
1260,1260,30,15044.27034,1260,{BFBDC2FE-5C45-40FA-BFE0-4AD1FF24429E},F23-7072-2,,30,ELTORO
1261,1261,69,28595.33365,1261,{22C138EC-AEA7-4057-9BFA-4659EECE6749},A01-1074-3,,69,FULLERTON_RES
1262,1262,34,7773.861189,1262,{731B5A8B-F63D-467B-8ED4-11CCD9BF65F7},AB02-2001-1,,34,HUNTINGTON
1263,1263,67,10754.61566,1263,{13D2D988-7DBC-489E-B46C-2B9C41C20B2B},A01-1000-6,,67,BUENA
1264,1264,67,11950.40535,1264,{E639C56C-420A-447C-A762-28F189E70D9E},A01-1000-5,,67,BUENA
1265,1265,67,28465.75912,1265,{DA88AF21-53B9-449A-9BC3-4C0B4699393E},-2798,Flapgate,67,BUENA
1266,1266,67,28186.14383,1266,{BB288987-F77A-45DF-8453-4282ECDCB2BD},B01-1992-1,,67,BUENA
1267,1267,67,22649.09711,1267,{16E60159-9371-4172-9794-F146688CD9CD},B01-2268-1,,67,BUENA
1268,1268,67,11260.27226,1268,{C6529DB3-69BD-40C0-87E1-842B155E4C36},A01-1000-7,,67,BUENA
1269,1269,67,10188.67348,1269,{1AEBC779-B539-4B76-8781-5618A33E7F4E},CCUB,,67,BUENA
1270,1270,67,12753.86185,1270,{60A2246A-7BDF-4150-B16D-5B4A11C921CD},A03-1394-1,,67,BUENA
1271,1271,67,11619.69707,1271,{AB788FFA-C897-48AA-8C44-E536164C672C},A03-1391-2,,67,BUENA
1272,1272,67,26945.39057,1272,{A8F65313-E9E1-4BB0-AEC6-C33B1B063BDB},B01-2276-1,,67,BUENA
1273,1273,67,25613.91329,1273,{BE8D3EF4-1410-4D37-AEA7-8CB8EC33F1A4},B01-1989-3,,67,BUENA
1274,1274,67,25615.70945,1274,{5E7DD520-0506-4619-94B2-B27728816A9B},B01-1989-1,,67,BUENA
1275,1275,67,23859.08987,1275,{49FCD97E-07C7-42EA-B530-93268C430045},B01-1990-3,,67,BUENA
1276,1276,32,7489.653359,1276,{6A4426C9-DC85-4E2C-B771-59E701D52167},E01-5740-1,,32,COSTAMESA_CMWD
1277,1277,62,8345.005997,1277,{36840627-9607-41ED-B3FC-108B2FA8E00A},G00-8232-1,,62,NEWPORTBEACH
1278,1278,62,8352.277064,1278,{2FC519FD-8E94-4927-895C-E68222DA4286},,,62,NEWPORTBEACH
1279,1279,62,8330.525221,1279,{FF8E99DE-3FBF-439E-B742-BE321C3D7C67},G00-8232-2,,62,NEWPORTBEACH
1280,1280,62,8144.13771,1280,{130D23BF-7478-49B1-89B3-A207801671C4},G02-8123-1,,62,NEWPORTBEACH
1281,1281,62,10190.26322,1281,{6ADE0F3A-2C88-4F72-ABE5-725B80E5B2A3},G02-7280-1,,62,NEWPORTBEACH
1282,1282,62,10132.7059,1282,{1BA5D7C3-72EB-4803-9B40-D8D17C1E84FF},G02-8126-1,,62,NEWPORTBEACH
1283,1283,62,10019.72004,1283,{8F54CB82-CFF7-4D98-91A4-4BED5028C45D},G02-8126-2,,62,NEWPORTBEACH
1284,1284,62,9870.424697,1284,{3933C369-2EFB-47C5-9F46-25E449909E90},G02-8126-3,,62,NEWPORTBEACH
1285,1285,62,9818.82083,1285,{8934D26F-0C58-400F-96FB-97186326DED2},G02-8126-4,,62,NEWPORTBEACH
1286,1286,62,9700.153894,1286,{88CD3915-673D-4A47-A25A-59849ED06CD0},G02-8126-5,,62,NEWPORTBEACH
1287,1287,62,9600.853045,1287,{BE5E9D06-B067-4FA5-B7F0-3E1F5E59912C},G02-8126-6,,62,NEWPORTBEACH
1288,1288,62,9410.961074,1288,{B228456F-13E9-4385-8DE1-3978D166E907},G02-8126-7,,62,NEWPORTBEACH
1289,1289,62,9308.916703,1289,{5994EB39-71BB-4514-9B76-AB712D701B82},G02-8126-8,,62,NEWPORTBEACH
1290,1290,62,9289.40111,1290,{60D4BCE6-4893-47DE-B407-45EFCD3A55D3},G02-8126-9,,62,NEWPORTBEACH
1291,1291,62,9253.221666,1291,{90B660B3-6341-4AA2-A918-05DD245AED40},G02-8126-10,,62,NEWPORTBEACH
1292,1292,62,9118.187356,1292,{F5006CC7-A11F-4FA7-A4BA-9A50E7605FF3},G02-8126-11,,62,NEWPORTBEACH
1293,1293,62,9053.965676,1293,{A0473500-BB9F-47D7-B17B-3D4191819F4D},G02-8126-12,,62,NEWPORTBEACH
1294,1294,62,8962.750382,1294,{B73754BD-BBD3-4976-9606-274982619174},G02-8126-13,,62,NEWPORTBEACH
1295,1295,67,23873.14914,1295,{9DB5AAA4-70CE-445F-A136-1DDE50E5E8CF},B01-1990-2,,67,BUENA
1296,1296,32,10090.18452,1296,{3A0B68CF-50F3-49A5-A286-13039FB8B80A},D02-4018-1,,32,COSTAMESA_CMWD
1297,1297,34,6514.033017,1297,{9858DAAF-0890-4A94-9F92-1D5AF5DDAB78},D02-4083-1,,34,HUNTINGTON
1298,1298,34,6285.526138,1298,{E1FB93CC-64EE-4FF0-BF65-612975BDEE65},D02-4083-2,,34,HUNTINGTON
1299,1299,34,6373.609219,1299,{7074A7E3-E380-4415-A2F5-C0809EE3F87A},D02-4081-1,,34,HUNTINGTON
1300,1300,34,6644.148298,1300,{4C20506C-8318-4C90-BF39-DBDC802C8FC6},D02-4202-1,,34,HUNTINGTON
1301,1301,34,7453.075839,1301,{F9ACB155-915D-431C-A62C-35FC34302747},D02-4201-1,,34,HUNTINGTON
1302,1302,34,8049.084864,1302,{5674EB80-8965-4C09-ACD5-05855A08BE99},D02-4201-2,,34,HUNTINGTON
1303,1303,34,8166.444619,1303,{7F2DE1A5-1A12-43DE-BF37-EDC41B3A8DB9},D02-4281-1,,34,HUNTINGTON
1304,1304,34,9024.924789,1304,{BAE3BE3A-A104-4285-B3F8-81C781EA8662},D02-5636-1,,34,HUNTINGTON
1305,1305,34,9124.507597,1305,{A95A564D-D91C-486A-BD03-ABE8D7D0379D},D02-4281-2,,34,HUNTINGTON
1306,1306,34,9998.017501,1306,{D131D253-23E5-4C2A-AD2C-6E68CBB9E6D7},D02-5597-1,,34,HUNTINGTON
1307,1307,34,10026.62097,1307,{DBC07558-A15D-453D-B6F7-F4B938784FB2},D02-4281-3,,34,HUNTINGTON
1308,1308,34,9994.724362,1308,{C216E7C3-ACF9-419B-9439-1A9A5C2FB5E0},D02-5597-2,,34,HUNTINGTON
1309,1309,34,10248.80932,1309,{241E288F-52C3-4AAB-B33C-21BEEBEC3978},D02-5599-1,,34,HUNTINGTON
1310,1310,34,10744.66396,1310,{7B6B2E50-D68F-4B58-9FC5-98284DC9766F},D02-5599-2,,34,HUNTINGTON
1311,1311,34,11105.124,1311,{BB166166-6261-4F1C-8CD4-DC4F5D140A13},D02-4314-2,,34,HUNTINGTON
1312,1312,34,11080.7016,1312,{E85CF777-F693-416D-9C13-9D15EE1BB90D},D02-5600-1,,34,HUNTINGTON
1313,1313,34,12269.43217,1313,{840016B5-25C5-4664-A081-6F2155730633},D02-4314-1,,34,HUNTINGTON
1314,1314,34,11426.17599,1314,{90F18EC0-F649-4B14-8728-8AE84EDC5CE2},D02-5600-2,,34,HUNTINGTON
1315,1315,34,11693.44688,1315,{E6071109-161B-4AB9-AAC5-FA46E4804F9A},D02-5600-3,,34,HUNTINGTON
1316,1316,34,11930.67478,1316,{87E503D1-C194-42C2-9467-11F6F95F94F5},D02-5600-4,,34,HUNTINGTON
1317,1317,34,12158.20425,1317,{7A077F41-E115-46D9-82FF-A3E9C21D381A},D02-5600-6,,34,HUNTINGTON
1318,1318,34,13604.22592,1318,{9EA14F97-1DE3-4424-A351-7B7654A917AA},D02-4347-1,,34,HUNTINGTON
1319,1319,34,13578.41265,1319,{A0055358-8DF9-40BD-B084-2416E69F6FF9},D02-6324-1,,34,HUNTINGTON
1320,1320,34,14585.85677,1320,{97629BC6-0FF5-4D46-A500-D58532BD32C7},D02-6324-2,,34,HUNTINGTON
1321,1321,34,7330.840628,1321,{56CAFD39-6726-498E-A901-980AFD95C47B},D02-6139-1,,34,HUNTINGTON
1322,1322,34,7601.018229,1322,{50644CC0-01C0-45EC-B94C-657E1E5720DB},D02-4201-3,,34,HUNTINGTON
1323,1323,34,8527.560972,1323,{E2AECB18-B9D3-4E1A-9D5B-CD992B9878E8},D02-4201-4,,34,HUNTINGTON
1324,1324,34,9623.014093,1324,{B69994F4-9C89-435A-B0CC-424F5F02607C},D05-4154-1,,34,HUNTINGTON
1325,1325,34,9680.664541,1325,{4BA22D2C-ED4D-45D0-BB5D-B7B18A907B5D},D05-4199-1,,34,HUNTINGTON
1326,1326,34,9859.985826,1326,{AD748C4A-2746-493E-8D99-3BF0B82761F6},D05-4199-2,,34,HUNTINGTON
1327,1327,34,9901.146002,1327,{E24C0B10-2B8F-4A27-A550-3167A458B46C},D05-4189-1,,34,HUNTINGTON
1328,1328,34,10022.72647,1328,{0E25E7C0-49CA-49E5-8782-D436BF6F5C05},D05-4189-2,,34,HUNTINGTON
1329,1329,34,9981.400949,1329,{7E7F8E32-41BB-4156-99DF-54C8AD4F25F6},D05-4199-3,,34,HUNTINGTON
1330,1330,34,10149.05738,1330,{392064E6-4F37-456C-ACCE-395F06507467},D05-4189-3,,34,HUNTINGTON
1331,1331,34,10107.846,1331,{2AB38CB1-EF62-4348-A6C7-681214A6BAD8},D05-4199-4,,34,HUNTINGTON
1332,1332,34,10212.83477,1332,{300F57A6-D41F-4F99-B95B-C3DA74D9A501},D05-4189-4,,34,HUNTINGTON
1333,1333,34,10456.67275,1333,{75B3592F-F752-4508-90BD-D053D3F50624},D05-4256-1,,34,HUNTINGTON
1334,1334,34,10678.65731,1334,{6A7B9AE7-2353-495D-8B17-21CC0E2D9C07},D05-4230-1,,34,HUNTINGTON
1335,1335,34,10843.11883,1335,{050824A1-7E86-4350-8034-6217C6050E50},D05-4256-2,,34,HUNTINGTON
1336,1336,34,10916.87987,1336,{2CD7AE83-AA11-4AD3-97F8-A9545D45DFEE},D05-5634-1,,34,HUNTINGTON
1337,1337,34,10861.71888,1337,{9FE51E68-C95F-4FC7-AFF3-8C76670CCC9B},D05-4230-2,,34,HUNTINGTON
1338,1338,34,11075.66464,1338,{AA11C45C-B5FE-40B3-8F74-114399EE9E64},D05-5634-2,,34,HUNTINGTON
1339,1339,34,11458.59602,1339,{0CFCA296-DB1D-44ED-B7ED-30497F2CE679},D05-5634-3,,34,HUNTINGTON
1340,1340,34,11559.62561,1340,{C824F121-8E28-4A35-9AF8-C7AC3231EB15},D05-5634-4,,34,HUNTINGTON
1341,1341,34,11718.53536,1341,{93460DB5-9C39-4F35-8FDF-D1724DB3FD87},D05-5634-5,,34,HUNTINGTON
1342,1342,34,12212.75573,1342,{9F5D4C76-615C-4A74-97A1-18132F40F1C2},D05-4259-1,,34,HUNTINGTON
1343,1343,34,12563.29027,1343,{40053884-01EE-4890-A288-F174769550C8},D05-4258-1,,34,HUNTINGTON
1344,1344,34,12710.74934,1344,{7B3A3CA5-D3A9-4F67-B9EF-42E885418BDB},D05-5632-1,,34,HUNTINGTON
1345,1345,34,13160.80801,1345,{CD5DF9B1-B43A-4DBD-B0E8-B3B49A35B67F},D05-4259-2,,34,HUNTINGTON
1346,1346,34,13374.39459,1346,{4AD78C30-9A6F-48C3-BE09-72C64A95C8D3},D05-4279-1,,34,HUNTINGTON
1347,1347,34,13567.20594,1347,{D697B23F-2FCC-47BB-A02D-7051DFCCD4CD},D05-4276-1,,34,HUNTINGTON
1348,1348,34,13855.96792,1348,{18BCEDA3-5FCD-4B00-8558-C0B136ED2A23},D05-4276-2,,34,HUNTINGTON
1349,1349,34,14107.94895,1349,{DB6250E1-3C32-49D9-AAFA-8B05FAC61EDF},D05-4276-3,,34,HUNTINGTON
1350,1350,34,14342.53604,1350,{D83E4660-D777-42B3-8761-035111CF4EC2},D05-4315-2,,34,HUNTINGTON
1351,1351,34,14681.33261,1351,{091B7C46-4A44-4176-8A41-0C7EC04E42B4},D05-4315-1,,34,HUNTINGTON
1352,1352,62,10727.24986,1352,{987B9161-164B-4C42-9D03-373A8D9872EB},G02-8126-14,,62,NEWPORTBEACH
1353,1353,62,10915.28186,1353,{6ECC2D66-4F23-44A4-B169-3EF2354C5CAE},G02-7280-2,,62,NEWPORTBEACH
1354,1354,62,11192.83905,1354,{1A152E0E-8E25-494F-A58E-3DE988B30543},G02-8132-1,,62,NEWPORTBEACH
1355,1355,62,11174.67124,1355,{16377A73-0FA4-42EE-B5D5-E100A49EC544},G02-8132-2,,62,NEWPORTBEACH
1356,1356,32,11064.1908,1356,{50B66E10-12F1-4ACF-9AB5-C0D4C4DBB3DB},G02-7280-3,,32,COSTAMESA_CMWD
1357,1357,32,11026.31686,1357,{7A71B096-E8AC-4C22-B225-44EE3F57A200},G02-7280-4,,32,COSTAMESA_CMWD
1358,1358,32,11066.60947,1358,{1AE14AAD-00A9-49F7-B445-11AAC754A112},G02-8132-3,,32,COSTAMESA_CMWD
1359,1359,32,11012.68474,1359,{3997C1AF-D751-42C3-A9E9-8372016ADC50},G02-8122-1,,32,COSTAMESA_CMWD
1360,1360,32,10672.21061,1360,{655B1778-8392-4C0E-9688-A9EAF29B138E},G02-8137-1,,32,COSTAMESA_CMWD
1361,1361,76,6629.828577,1361,{78C6C864-8523-47A5-ABA6-CCA9C149481C},F01-7701-1,,76,COSTAMESA
1362,1362,76,6637.894503,1362,{400C94AB-CF3A-4ACF-BA65-5DA3D0F1DC23},F01-7701-2,,76,COSTAMESA
1363,1363,76,6612.694521,1363,{5815595C-40C3-44D7-8D38-E70D262E0535},F01-8200-1,,76,COSTAMESA
1364,1364,76,6686.308784,1364,{4CD77EF7-C71A-429D-B31C-451013D1D75B},F01-7565-1,,76,COSTAMESA
1365,1365,76,6509.67313,1365,{8CD828E0-5802-4951-A6F4-898E7F99003C},F01-7701-3,,76,COSTAMESA
1366,1366,76,6220.336657,1366,{B761DDCE-68BF-4972-9B56-C70C0290785F},F01-7701-4,,76,COSTAMESA
1367,1367,76,4945.974868,1367,{06FF7DAA-CB38-4B73-919F-4B2432A012FE},F01-7701-5,,76,COSTAMESA
1368,1368,76,4905.355658,1368,{9B6A8913-FB9A-4816-B2F0-1AE81DA8F6C1},F01-8198-1,,76,COSTAMESA
1369,1369,76,5015.470689,1369,{DAAB601E-754A-4697-82BE-CB425FE87927},F01-8008-1,,76,COSTAMESA
1370,1370,76,5049.015619,1370,{A9CB06D8-A796-4FE9-840B-CE4317598B31},F01-8198-2,,76,COSTAMESA
1371,1371,76,5082.146302,1371,{2242404E-91C3-40E5-B7DA-1C7AFEE8A396},F01-8008-2,,76,COSTAMESA
1372,1372,76,5125.984146,1372,{0F9BA68D-8D78-44BD-9332-B068BEF6FF27},F01-7987-1,,76,COSTAMESA
1373,1373,76,5082.085564,1373,{ABA396E6-8AC5-4481-8942-D1369387F29B},F01-7987-2,,76,COSTAMESA
1374,1374,76,5135.73218,1374,{80EAEC4C-86E5-48AC-B7B4-019EE414DB40},F01-7987-3,,76,COSTAMESA
1375,1375,76,5046.721962,1375,{F91C6C31-F3BC-4DF3-A4E8-2D178972A021},F01-7987-4,,76,COSTAMESA
1376,1376,76,4962.877827,1376,{1EC542FC-E23B-4319-9575-E42D3F4B35C9},F01-7987-5,,76,COSTAMESA
