OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,FACILITYID,LOCDESC,OBJECTID_hydstra,station
203,203,63,12459.31522,203,{4B95CAAB-3599-40EF-9AEE-7EB6755113A0},K01-12126-1 (K01S01),K01S01,63,DANAPOINT
204,204,63,14026.11589,204,{5AA3C4D5-10A6-4A89-A88A-794258116AA8},K01-12046-1,,63,DANAPOINT
205,205,63,14447.58949,205,{B670B1C1-9A04-4233-B5E3-EF657E8E2968},K01-12046-2,Daylight of Salt Creek,63,DANAPOINT
206,206,63,14467.87916,206,{24A255AF-C060-4870-84D4-B5B319BEB2F7},K01-12046-3,,63,DANAPOINT
207,207,63,17116.90663,207,{48543D38-0F33-48A0-8764-59C0384EFF2F},K01-12155-2,,63,DANAPOINT
208,208,63,17064.53203,208,{EBDB95ED-DC08-4DB5-AB03-DFC2113EF527},K01-12155-1,,63,DANAPOINT
209,209,29,16057.49637,209,{492C91F2-212B-4A73-AC7B-107B61D9565F},K01-12036-1,,29,SULPHURCREEK
210,210,29,14384.56202,210,{70D2A74D-50ED-4574-A929-01CB7DE7D000},K01-12036-5,,29,SULPHURCREEK
211,211,29,12541.34402,211,{E67A1268-C953-4917-B816-D1F3A4A6B507},K01-12032-2 (K01P11),K01P11,29,SULPHURCREEK
212,212,63,15338.90415,212,{5534FF00-8FE3-41EF-BF46-3A596527C17F},K01-12156-1,,63,DANAPOINT
213,213,29,17070.12455,213,{5AD28A9D-830F-4194-BB52-08AD250EF239},K01-12156-2,,29,SULPHURCREEK
214,214,29,16706.52103,214,{F7D4DE70-C4F6-4DB8-9F42-612475714A9C},K01-12156-3,,29,SULPHURCREEK
215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},K01-12156-4,SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls ,29,SULPHURCREEK
216,216,29,15054.67495,216,{162A0934-2B45-4BAA-AE44-99D3683A47DD},K01-12177-1 (K01P07),K01P07 - Salt Creek Trail,29,SULPHURCREEK
217,217,29,14110.2647,217,{7ED3F0F9-CFEC-4D38-9A33-AE41DCBA38E4},K01-12138-1 (K01TBN1),K01TBN1,29,SULPHURCREEK
218,218,29,14514.1925,218,{4C787A96-7840-4AA0-A3A0-EED192734DC5},K01-12058-1 (K01P08),K01P08,29,SULPHURCREEK
219,219,29,14532.04802,219,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},K01-12058-2 (K01P09),K01P09,29,SULPHURCREEK
220,220,29,15598.71335,220,{DC0E267C-D89F-4834-A9CC-2BD31EFE7608},K01-12062-1,,29,SULPHURCREEK
221,221,63,3253.816452,221,{DD00A74D-6154-40A8-AE65-13AFB818C5EA},L00-12094-1 (L00P01),"Circular drain on top of cliff, drains into ponded water.   Standing pipe at bottom of cliff is connected to a conduit connected to outlet at Harbor. ",63,DANAPOINT
222,222,63,4080.084272,222,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},L01-728-2,,63,DANAPOINT
223,223,63,4277.065094,223,{2A977DCC-7E53-4D85-94F4-061F90A75327},L01-728-3 (L01S02),L01S02,63,DANAPOINT
224,224,63,5735.514353,224,{9ABFED9B-C141-47FC-9A23-685026E584F9},L01-728-7 (L01S03),L01S03,63,DANAPOINT
225,225,63,5607.534049,225,{997F43C3-4A2E-4C65-8310-72694AD8EF59},L01-728-6,,63,DANAPOINT
226,226,63,7222.55503,226,{4596404E-F9BF-4BD6-8EE8-FEC5D183EA76},L01-726-1,,63,DANAPOINT
227,227,63,7109.979821,227,{B9983359-9D26-40FE-905C-4936B6ED0548},L01-727-2,,63,DANAPOINT
228,228,63,7350.926471,228,{2E54A407-3CB1-4115-BE98-54634E27A6A6},L01-726-2,,63,DANAPOINT
229,229,63,7578.966539,229,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},L01-726-3,,63,DANAPOINT
230,230,63,7672.328741,230,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},L01-726-5,,63,DANAPOINT
231,231,63,7798.445829,231,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},L01-726-6,,63,DANAPOINT
232,232,63,8134.104983,232,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},L01-726-7,,63,DANAPOINT
233,233,63,8599.910862,233,{88ED161A-736E-448B-AF46-40F0E8C2F54E},L01-726-8,,63,DANAPOINT
234,234,63,8667.709835,234,{8940546C-B67E-42D6-9426-7F1E9452BFE1},L01-726-9,,63,DANAPOINT
235,235,63,9741.612992,235,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},L01-601-1,,63,DANAPOINT
236,236,63,10403.52404,236,{9AFBCAFD-4410-42DD-A83A-9F170C6B1FBA},L01-724-2,Drains to L01S01,63,DANAPOINT
237,237,63,10329.35837,237,{8A859AA8-432F-48A4-B9EF-89E317C329D5},L01-724-1 (L01S01),L01S01,63,DANAPOINT
238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01-724-4 (L01P03),L01P03,24,PALISADES
239,239,24,21684.12671,239,{CD0E12FD-1932-4531-BF8C-AE40939F31B4},L01-517-1,,24,PALISADES
240,240,24,21657.4569,240,{E56548DF-493B-422E-A5B8-8731DDBDFE40},L01-517-2,,24,PALISADES
241,241,24,23757.89801,241,{7A6C6799-AB04-4589-9958-5C84F3951CFC},L01-514-1,,24,PALISADES
242,242,24,23650.31093,242,{6F4B7E90-A083-4289-A5D6-7E68F3E03AB8},L01-517-3,,24,PALISADES
243,243,24,25074.76282,243,{12B3B591-46D7-4C09-AEF9-0205FDAAC85B},L01-458-1,,24,PALISADES
244,244,24,23732.29959,244,{51E3B119-6EF4-4695-B9F3-3FFABED66286},SM01-086-1 (M03P01),M03P01,24,PALISADES
245,245,24,23843.1096,245,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},SM01-086-2,,24,PALISADES
246,246,24,18266.64583,246,{F090A1B3-F837-45EA-8975-5B69E5972665},M02-028-1 (M02P08),M02P08,24,PALISADES
247,247,24,21170.88351,247,{1707E0E9-430D-4B15-969A-02F4D7D52110},M02-028-2 (M02P08),M02P08,24,PALISADES
248,248,24,21390.38714,248,{EE82778D-4874-4889-8E55-64DF8A4422C0},M02-015-1,upstream of Talaga Golf Course,24,PALISADES
249,249,24,12868.37497,249,{AF34DA20-0D88-4FB2-8EFC-EAFBD767961F},M02-056-1,M02 channel,24,PALISADES
250,250,24,13020.78986,250,{DE764E41-C26B-44E8-9A55-1DFD349702C8},M02-052-1,,24,PALISADES
251,251,24,13255.15215,251,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},M02-052-2,Daylight of M02,24,PALISADES
252,252,24,13276.93261,252,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},M02-052-3,San Clemente,24,PALISADES
253,253,24,17292.73778,253,{646C237D-26C0-4619-ADE0-A6C6ECD59481},M02-085-1 (M02P06),M02P06 - E Avenida Pico,24,PALISADES
254,254,65,14928.43673,254,{920D2923-A87E-4A8C-864D-656B0F11E23F},L01-223-1 (L08TBN1),L08TBN1,65,TRABUCO
255,255,65,13380.18046,255,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},L01-731-1 (L08TBN2),L08TBN2 - Dove Canyon Golf Course off Sycamore Canyon Dr,65,TRABUCO
256,256,65,7953.672285,256,{5903AEF4-DE41-446D-A41A-D3014DC8AD95},L01-125-1,Robinson ranch off heritage ,65,TRABUCO
257,257,65,10278.81288,257,{DD113CF9-A134-4437-879D-CFE4C8EED772},L01-125-2,,65,TRABUCO
258,258,65,8773.451486,258,{33F2DC65-D927-4563-A681-F329D3F84B4B},L01-125-3,,65,TRABUCO
259,259,65,12594.44906,259,{ED00D5DA-856D-4A09-BD27-B31F6E37C9A8},L01-733-4,,65,TRABUCO
260,260,29,22647.55398,260,{5281A820-F1BE-47B1-99ED-ECE4A151A02B},L02-359-1 (L02P43),L02P43,29,SULPHURCREEK
261,261,30,22848.97256,261,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},L02-344-1,,30,ELTORO
262,262,65,9597.722257,262,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},L02-622-1 (L02P28),L02P28,65,TRABUCO
263,263,65,10345.27751,263,{16A76DB0-63C1-4ED7-8125-2F40FB1F2F53},L02-166-1 (L02PXX),L02PXX,65,TRABUCO
264,264,65,3826.494064,264,{5F2234C7-A979-43B9-AF39-605D9C45E5BC},L02-622-2 (L02P32),L02P32; O'Neill Regional Park,65,TRABUCO
265,265,65,19304.35728,265,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},L02-198-1 (L02P29),L02P29,65,TRABUCO
266,266,65,8408.716198,266,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},L02-641-1,Left pipe - Antonio Parkway and El Prado,65,TRABUCO
267,267,65,7218.23699,267,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},L02-166-3 (L02P26),L02P26 - Las Fieras and Via Babera,65,TRABUCO
268,268,65,15236.72127,268,{01783387-75A4-429B-918B-074CD3332D70},L01-261-1,L07 - Coto de Caza Golf and Raquet Club near Vista del Verde,65,TRABUCO
269,269,29,10343.49639,269,{751178AF-9004-441B-8B78-C4089BB47779},L03-455-1,,29,SULPHURCREEK
270,270,29,10391.35874,270,{7E6762BC-9D48-4526-9D88-1BEE27C84D0A},L03-455-2,,29,SULPHURCREEK
271,271,29,10224.23549,271,{EA609467-FD74-48DE-8B48-BB275FE1F19A},L03-455-3 (L03P37),L03P37,29,SULPHURCREEK
272,272,29,10111.94908,272,{600BD74A-455E-480D-969C-2F0102B60635},L03-455-4,,29,SULPHURCREEK
273,273,29,9895.879061,273,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},L03-455-6,,29,SULPHURCREEK
274,274,29,9807.393249,274,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},L03-455-7,,29,SULPHURCREEK
275,275,29,9752.592465,275,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},L03-418-1,,29,SULPHURCREEK
276,276,29,9362.935505,276,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},L03-418-2,,29,SULPHURCREEK
277,277,29,9414.363601,277,{22376DF3-FDA8-47F9-A88E-F80545512E84},L03-418-3,,29,SULPHURCREEK
278,278,29,9554.15337,278,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},L03-418-8,,29,SULPHURCREEK
279,279,29,9485.942841,279,{44E024D0-D161-42C4-B953-3B26BC5AB579},L03-708-1,,29,SULPHURCREEK
280,280,29,9936.738413,280,{80131D44-20B9-48C8-962C-C75A86DACEB2},L03-708-5,,29,SULPHURCREEK
281,281,29,15006.06492,281,{7FD1636E-ED34-4FE6-8232-0809F76D4268},L04-702-1 (L04P02),L04P02,29,SULPHURCREEK
282,282,29,15586.01928,282,{9429FA86-6A47-441F-8775-95A2DA9CACC7},L04-702-4,,29,SULPHURCREEK
283,283,29,15503.22444,283,{B2C52179-A2B5-48C9-99A4-FA93750D594E},L04-702-3,,29,SULPHURCREEK
284,284,30,11296.98951,284,{214EC75B-5777-4611-BDFC-D8AD310BF1D9},L04-301-1 (L04P08),L04P08,30,ELTORO
285,285,30,8446.570022,285,{61589644-F205-496C-A108-0B37A2DFD8A8},L04-136-1 (L04P07),L04P07 - flow meter up-gradient app 100 m,30,ELTORO
286,286,30,6580.980531,286,{465316A8-AEA2-4AA7-A77A-F8F886F9F636},L04-232-1,El Toro Water District - 23392 La Glorieta,30,ELTORO
287,287,30,9805.246415,287,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},L04-266-1,,30,ELTORO
288,288,30,9877.06058,288,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},L04-266-5,Daylight of La Paz Channel.  south-east corner of intersection Jeronimo Road with Montilla,30,ELTORO
289,289,30,9890.524037,289,{08554671-F159-43F6-AF5D-9A9B22DC0BA4},L04-266-6 (L04P08),L04P08,30,ELTORO
290,290,30,4323.005619,290,{74411CC8-35AD-48F8-8B9B-3A458BDFFA85},J07-9019-1,,30,ELTORO
291,291,30,4815.35952,291,{02D8D354-0554-49DF-972A-8BC374B3901B},J07-9022-1,,30,ELTORO
292,292,30,6062.409477,292,{14FD5CF8-881D-4BEF-B96D-48F038145E16},J07-9022-2,,30,ELTORO
293,293,30,7437.940514,293,{90595FF5-C65A-4F11-82B8-517DB4EBAD80},J07-9022-3,,30,ELTORO
294,294,30,8633.829772,294,{FF27122D-EC98-40FC-AE70-E4A3069DC586},J07-9110-1,,30,ELTORO
295,295,30,9167.502086,295,{E0B5BFB0-FF67-482C-B2DA-0715F995C4FF},J07-9110-2,,30,ELTORO
296,296,30,10545.126,296,{3908761B-6044-44D9-8A7D-054C86F6D560},J07-9109-1,,30,ELTORO
297,297,30,10495.52777,297,{07F87B16-7752-4E0E-8F95-EF62C174A7F6},J07-9110-3,,30,ELTORO
298,298,30,11261.66547,298,{728A2E3D-7087-4CD0-B654-7272B31DFBFB},J07-9109-2,,30,ELTORO
299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07-9109-4 (J07P02),J07P02,30,ELTORO
300,300,30,17645.4268,300,{A46C6F40-FDBC-4070-86ED-866644B07428},L03-691-1 (L03P09),L03P09,30,ELTORO
301,301,30,16296.91744,301,{085CE6CF-F6A5-4D42-8E70-84B8F03CB7C2},L03-316-1,,30,ELTORO
302,302,30,15576.69603,302,{ADF910F2-1925-4DDA-B329-3228C543E1CB},L03-316-3 (L03P12),L03P12 - La Paz Rd,30,ELTORO
303,303,30,15153.80155,303,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},L03-693-1 (L03P11),L03P11,30,ELTORO
304,304,30,14731.2501,304,{F9284661-B952-4BE6-ACAC-F7E957C6BFBA},L03-281-1,,30,ELTORO
305,305,30,14893.00397,305,{F417329A-CDD6-41CE-814F-775B32122F8E},L03-281-2,,30,ELTORO
306,306,30,14436.41082,306,{A1E0F4A2-2A73-42F4-93E2-4868F9F48C0D},L03-241-2,,30,ELTORO
307,307,30,14405.01382,307,{0E5EB5BE-173A-4B4D-BB26-0196434D9B3A},L03-241-1 ,,30,ELTORO
308,308,30,13406.84884,308,{6FB4D50A-273C-4452-97C7-A30CA066380D},L03-241-5 (L03P27),L03P27,30,ELTORO
309,309,30,12936.54515,309,{0E83D58E-19F0-4EEE-9B67-DCC2AB0FC67B},L03-241-7,,30,ELTORO
310,310,30,12753.17207,310,{B513414F-444B-44D6-A7C7-D5437FDBC543},L03-662-1,,30,ELTORO
311,311,30,12923.55224,311,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},L03-662-3 (L03P16),Daylight of Oso Creek at Casta del Sol Golf Course,30,ELTORO
312,312,30,12928.17705,312,{5B4EA132-4071-4064-863C-90EBA509424D},L03-662-2,L03P16 - upstream underground,30,ELTORO
313,313,30,14798.46526,313,{510AEAF5-5C04-48FD-935E-2A75AF99D18C},L03-214-3 (L03P15),L03P15,30,ELTORO
314,314,30,14752.92419,314,{694200E0-F61E-493C-B4FD-35F10C96F460},L03-214-2 (L03P18),,30,ELTORO
315,315,65,15094.06892,315,{49BB3F7E-1B73-4CC3-93B9-49EF1F708BBE},L03-074-1 (L03B01),L03B01,65,TRABUCO
316,316,65,14802.74576,316,{E1C843B7-7581-42CA-9FA8-3E7B7B780C63},L03-073-1,,65,TRABUCO
317,317,65,14547.67564,317,{E8B6231B-E893-43DA-8BB4-D83B453A5E99},L03-073-3,near Youth Athletic Park,65,TRABUCO
318,318,65,14201.52952,318,{DDA4CD89-50EF-4CA3-8066-D66F214F69BC},L03-172-1,,65,TRABUCO
319,319,65,13982.75386,319,{F5690724-C245-4E1E-8E50-C527FA115971},L03-172-2,,65,TRABUCO
320,320,65,12622.21372,320,{14CC37CD-8D1D-4824-B51F-D5A645DF23CC},L03-141-1,Daylight of Oso Creek,65,TRABUCO
321,321,65,9919.617016,321,{82E345FE-8901-4935-B75E-BDD689E85A6F},L03-142-1 (L03P24),L03P24,65,TRABUCO
322,322,30,15627.8353,322,{47F716AD-32FA-4E10-9846-98471CD662B4},L03-241-4,L03P14,30,ELTORO
323,323,30,16889.25174,323,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},L03-240-1 (L03P14),Daylight of Jeronimo Creek.  Jeronimo Open Space ,30,ELTORO
324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},L05-049-1,Horno/u,29,SULPHURCREEK
325,325,65,33654.68103,325,{68338A6C-A350-4B2E-90E5-C3AA59C3D9A8},L01-414-1,,65,TRABUCO
326,326,65,32694.80219,326,{CDCEA1A5-E306-47B2-8945-27B1CD159C10},L01-404-1,Coto de Caza - Tipu Run near Bentley Rd,65,TRABUCO
327,327,65,31791.82614,327,{834FBB7A-F243-4A65-80C6-AE688690CC0C},L01-414-3,,65,TRABUCO
328,328,65,32489.35594,328,{424C51CE-5569-476A-8035-40A7D01575A0},L01-414-2,,65,TRABUCO
329,329,65,32293.84295,329,{304B7146-FAA4-4C9E-85D8-E0AE384F357F},L01-760-1,Coto de Caza,65,TRABUCO
330,330,65,31494.03828,330,{7548239B-81D0-40C7-AC0D-4C47127517BF},L01-760-3,,65,TRABUCO
331,331,65,31302.38224,331,{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA},L01-760-2,,65,TRABUCO
332,332,65,28501.8264,332,{6ACA9BF4-266E-4C31-8EE3-75E5E450E45E},L01-391-1,,65,TRABUCO
333,333,65,27849.10503,333,{2E24674E-BDF8-412B-A10F-E8616BC1AF9F},L01-759-1,,65,TRABUCO
334,334,65,27639.16771,334,{D41F3C53-33B2-4B80-AB83-E479787A54C2},L01-391-3,,65,TRABUCO
335,335,65,24467.56934,335,{F1CABFEE-57C0-45D7-805A-974B2EF723C4},L01-340-1,Oso Parkway near Wrangler Ct,65,TRABUCO
336,336,65,12651.35009,336,{0730A3D5-1756-4C6A-B21F-59D067D3F0B4},L01-733-2,,65,TRABUCO
337,337,65,12946.03982,337,{917B5370-F86B-489D-BD0F-179C0384E59A},L01-733-3,,65,TRABUCO
338,338,65,13337.39006,338,{A87A5220-D180-4962-B8B8-18F438002A57},L01-733-1,,65,TRABUCO
339,339,29,4821.048501,339,{CE2B5E9B-86DE-4454-93E9-B6BD2907ABAF},J03-9199-1,,29,SULPHURCREEK
340,340,29,4802.207822,340,{B4715B63-C6F0-4292-BBCA-8B854E1C4726},J03-9199-2,Daylight of Sulphur Creek,29,SULPHURCREEK
341,341,29,20277.44354,341,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},L02-374-2 (MVL02P20),MVL02P20,29,SULPHURCREEK
342,342,29,17018.05619,342,{14FA5899-75CF-4C8D-8DBB-69BF4CCF982A},L02-401-1,,29,SULPHURCREEK
343,343,24,12815.27123,343,{EC1ED42F-34DD-4641-97C1-130BEA544F24},M02-061-1,,24,PALISADES
344,344,24,12843.61662,344,{B1C7F820-E26E-4A9D-B3D0-0BC50A98DC1A},M02-061-2,,24,PALISADES
345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01-9273-1,J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO
346,346,24,17234.18162,346,{3F75F95C-BC73-4C99-8A2A-F4CED891086D},SC12-068-1,,24,PALISADES
347,347,24,15751.7871,347,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},SC07-079-4,,24,PALISADES
348,348,24,12730.4373,348,{4D37DA87-C486-40DA-A876-48258EA473E1},M02-061-6,,24,PALISADES
349,349,24,14844.69699,349,{649FA5A0-48F1-45DF-8D90-EA1BFFE30875},M01-003-1,,24,PALISADES
350,350,24,14871.91218,350,{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B},M01-003-2,Headwaters of M01,24,PALISADES
351,351,24,15617.04913,351,{679DFBBB-2924-4905-B255-E3AE881E92C0},M01-002-1,,24,PALISADES
352,352,24,7668.02187,352,{F181A918-97D8-4C0A-B986-B976E8340E04},M01-050-2,Double pipe,24,PALISADES
353,353,24,7435.857274,353,{69932FE6-2A96-4BC1-984A-04B8BD215D67},M01-050-1,Double pipe,24,PALISADES
354,354,24,6590.773416,354,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},M01-050-4 (M01@CGV),M01@CGV,24,PALISADES
355,355,24,5893.012378,355,{1389E650-516E-41AB-8C6D-0D9EADB387DC},M00.3-169-2,,24,PALISADES
356,356,24,5501.565749,356,{960200EA-D84A-475B-BBF1-AF22D1596C86},M00.3-169-1,,24,PALISADES
357,357,63,4919.299921,357,{488867BD-2614-4171-96E0-D75C186BD6BC},L01-728-8,DSB-4,63,DANAPOINT
358,358,63,2522.989996,358,{FA96D381-A5FA-4EF8-9755-46E6C80C3DBB},DP06-12106-1,DSB-5,63,DANAPOINT
359,359,63,3954.028346,359,{847B92F5-58EF-4F5C-8577-34B238861A60},L01-728-1,,63,DANAPOINT
360,360,63,7602.341941,360,{8C15ADDB-8FCB-4964-A023-77EF242C1C84},L01-726-4,,63,DANAPOINT
361,361,63,10031.70403,361,{2A56BFD8-A10D-4CE2-8CEF-745F2580D57F},L01-601-2,,63,DANAPOINT
362,362,24,10679.2538,362,{9EE58676-4003-48B7-96FB-A2E6FD319633},L01-724-3,,24,PALISADES
363,363,24,10648.74587,363,{8EB5979A-C938-41B0-8714-8B74D13C2364},L01-766-1,,24,PALISADES
364,364,24,11327.4218,364,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},L01-766-8,,24,PALISADES
365,365,24,16340.73097,365,{49803D60-4297-4659-8D4D-71DFCBA8D9E2},L01-749-1,,24,PALISADES
366,366,24,17450.59226,366,{5F6222C0-DE3F-465B-ACE2-7BCF51145055},L01-747-1,,24,PALISADES
367,367,24,18178.93301,367,{09587147-64CF-499E-B6F3-CA0AB4A5BB40},L01-747-2,San Juan Creed Rd @ Lacouague,24,PALISADES
368,368,24,24255.985,368,{861429D1-BB38-4561-9080-5482AA14FF5D},L01-517-4,Already in geodabase - duplicated,24,PALISADES
369,369,24,24370.25696,369,{B3ED5698-E18B-4349-828F-9B8F4BF16372},L01-517-5,,24,PALISADES
370,370,24,12001.79847,370,{51FDCB5A-815C-4CD2-99A8-9CE34484070E},L02-571-2,,24,PALISADES
371,371,24,13560.46132,371,{BA5360B9-DC11-4094-89EB-F71D22E9E124},L02-541-1,,24,PALISADES
372,372,24,14130.73018,372,{F9A0B639-E7A6-4EEC-9846-77B355F74AF2},L02-541-5,,24,PALISADES
373,373,29,19207.02275,373,{EAAA1028-DC1F-4435-AB26-BBC655201D2D},L05-489-1,,29,SULPHURCREEK
374,374,29,19187.56892,374,{91C2BCE0-0DAF-4056-9525-9EC4CF8CB242},L05-489-2,,29,SULPHURCREEK
375,375,29,19639.47733,375,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},L05-489-3,Horno_OUT,29,SULPHURCREEK
376,376,29,19831.42649,376,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},L05-489-4,,29,SULPHURCREEK
377,377,29,19240.00531,377,{BE97F91B-996E-4391-A818-43A87919575A},L05-489-5,,29,SULPHURCREEK
378,378,29,19215.78488,378,{621383C1-B9F7-4F26-AB81-63A1EFA4FFB4},L05-489-6,,29,SULPHURCREEK
379,379,29,19218.18672,379,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},L05-489-7,Pipe Upstream of Horno Basin,29,SULPHURCREEK
380,380,29,19154.33278,380,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},L05-049-2,Receiving water - Horno Creek,29,SULPHURCREEK
381,381,65,31174.19412,381,{0562EDDC-63AD-4A1F-8BB1-E41C2E082A28},L01-372-1,Coto de Caza,65,TRABUCO
382,382,65,28116.87304,382,{2860DD55-5BB4-40C8-88DE-C440E9942955},L01-391-2,,65,TRABUCO
383,383,65,27698.1972,383,{4CC28B54-D3D2-4ED3-87D8-AA207CD688CF},L01-391-4,,65,TRABUCO
384,384,65,15179.80731,384,{EFD1D4D9-ED4C-4AE0-BC5E-1267EF2CAB9D},L01-261-2,L07,65,TRABUCO
385,385,65,12596.3742,385,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},L01-733-5,,65,TRABUCO
386,386,65,12588.93761,386,{29FFC5E7-C9E0-4497-8CCE-4CC63556F84A},L01-733-6,,65,TRABUCO
387,387,65,13751.21561,387,{14BBF67D-DBFA-42D2-BB07-D2E4AA94820D},L01-223-2,,65,TRABUCO
388,388,65,14029.97292,388,{58435AF7-EDAB-42CB-9CEF-56F94E800788},L01-730-1,,65,TRABUCO
389,389,65,12157.65692,389,{D9AB8BDF-6FF9-4F23-895B-E154A03243AF},L01-218-1,,65,TRABUCO
390,390,65,11554.9714,390,{DFDB4C12-8D9E-4617-AB1A-E44A34B9E60D},L01-731-2,,65,TRABUCO
391,391,65,11545.46978,391,{36EB35B0-30D7-472E-B8A6-28D21FB8C159},L01-218-2,,65,TRABUCO
392,392,65,9734.206634,392,{25F85F71-7FE3-41F6-8378-9EEFE4D6A956},L01-218-3,,65,TRABUCO
393,393,65,9183.023874,393,{D52E55F3-6949-417B-9C1F-389593FDF685},L01-218-4,,65,TRABUCO
394,394,65,8408.723454,394,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},L02-641-2,Right pipe - Antonion Parkway and El Prado,65,TRABUCO
395,395,29,9916.67845,395,{B01BBCF8-264F-4698-9E95-E51471EACBB1},L03-455-5,,29,SULPHURCREEK
396,396,29,9424.184033,396,{23E745D0-43F7-4B60-BA7D-E7EAEEE100C5},L03-418-5,,29,SULPHURCREEK
397,397,29,9473.964087,397,{93CFBDEB-B9E3-481A-AAB0-D8BC5001B27B},L03-418-4,,29,SULPHURCREEK
398,398,29,9440.475202,398,{28CB6712-350F-4D88-9A21-4C34E798E6C3},L03-418-6,,29,SULPHURCREEK
399,399,29,9597.531831,399,{2B71D80E-266D-43AB-9749-2A3BE826CC3D},L03-418-7,,29,SULPHURCREEK
400,400,29,9591.810121,400,{D8A59F16-99EF-4C6A-A50F-DBC4B1755E56},L03-708-2,,29,SULPHURCREEK
401,401,29,9685.160365,401,{44AD6198-6502-4EF3-9438-E8A30B7F132C},L03-708-3,,29,SULPHURCREEK
402,402,29,9920.935242,402,{74CCB77C-0B2E-4D66-B73F-4BEF9050BFFA},L03-708-6,,29,SULPHURCREEK
403,403,29,9878.476677,403,{168212A5-42CF-422E-B7F4-8BEBE746643B},L03-708-4,,29,SULPHURCREEK
404,404,29,9999.628544,404,{DF50BE92-DF40-4A38-B367-A9E77BDDEEA3},L03-708-7,,29,SULPHURCREEK
405,405,29,10313.05428,405,{DC8802C6-4E39-44FC-A45C-D0093873342D},L03-708-8,,29,SULPHURCREEK
406,406,29,10333.47595,406,{FD9D5E93-9C46-49EC-B628-B56D1864239C},L03-708-9,,29,SULPHURCREEK
407,407,29,10358.23834,407,{699EDBA8-7A95-4EB8-A124-33EEDDC20D38},L03-708-10,,29,SULPHURCREEK
408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03-708-11 (L03P05),L03P05,29,SULPHURCREEK
409,409,65,11833.35644,409,{82959DB9-0482-452E-8715-E1BA44BC8E44},J01-9033-1,,65,TRABUCO
410,410,65,11917.69956,410,{8DBB8194-2D44-4180-92FB-C346F44EA762},J01-10012-5,,65,TRABUCO
411,411,65,11691.8577,411,{0E023D41-5A3C-41F1-98C3-7CA73337F6D9},J01-10012-3,,65,TRABUCO
412,412,65,14596.24263,412,{1CC60A51-3DF0-47AC-BA4D-C15181B5B328},L03-073-2,,65,TRABUCO
413,413,30,14018.4701,413,{140DAF7F-4417-42B0-AC00-27E84FD73EB9},L03-214-1,,30,ELTORO
