Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
J01-9992-1 (J01P27),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J01-9131-1 (J01P28),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J01-9007-1 (J02P05),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J06-9079-1 (J06P03),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
J06-10011-1 (J06P01),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
J01-9082-2,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
J06-9079-1 (J06P03),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J06-10011-1 (J06P01),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J01-9082-2,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L01-726-5,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L01-728-5 (L01-DP),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
K01-12126-1 (K01S01),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
K01-12159-3,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
K01-12159-2,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L01-726-5,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L01-728-5 (L01-DP),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
K01-12126-1 (K01S01),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
K01-12159-3,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
K01-12159-2,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L05-503-1,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L01-724-4 (L01P03),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L01-724-1 (L01S01),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L05-503-1,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L01-724-4 (L01P03),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L01-724-1 (L01S01),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
M01-042-1 (M01S01),Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
M02-032-1,Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
SC1-2,Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
M02-085-1 (M02P06),Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
M02-085-2,Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
M01-042-1 (M01S01),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
M02-032-1,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
SC1-2,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
M02-085-1 (M02P06),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
M02-085-2,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
I01-11010-1,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
I00-11437-1,Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
I01-11010-1,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
I00-11437-1,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L02-246-1 (L11P01),Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
L02-641-1,Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
L02-641-2,Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
L01-731-1 (L08TBN2),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
L02-166-3 (L02P26),Total,"Indeno[1,2,3-cd]pyrene",<,1.6666666666666667,ng/L
L02-246-1 (L11P01),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L02-641-1,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L02-641-2,Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L01-731-1 (L08TBN2),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L02-166-3 (L02P26),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
J01-9273-1 (J01ASVM),Total,"Indeno[1,2,3-cd]pyrene",<,2.5,ng/L
J01-9273-1 (J01ASVM),Dissolved,"Indeno[1,2,3-cd]pyrene",NA,0,ng/L
L02-246-1 (L11P01),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
SC1-2,Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
L02-641-1,Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
L02-641-2,Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
L02-166-3 (L02P26),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
J01-9992-1 (J01P27),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
J01-9007-1 (J02P05),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
M02-085-1 (M02P06),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
M02-085-2,Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
M02-032-1,Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
M01-042-1 (M01S01),Total,"Indeno[1,2,3-cd]pyrene",NA,1.6666666666666667,ng/L
J01-9377-1,Total,Malathion,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Malathion,<,2.5,ng/L
J01-9377-1,Dissolved,Malathion,NA,0,ng/L
J01-10004-1 (J01P01),Dissolved,Malathion,NA,0,ng/L
L04-266-5,Total,Malathion,<,2.5,ng/L
L04-672-1,Total,Malathion,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Malathion,<,2.5,ng/L
L04-672-1,Dissolved,Malathion,NA,0,ng/L
L04-266-5,Dissolved,Malathion,NA,0,ng/L
I01-11343-2 (I02P18),Dissolved,Malathion,NA,0,ng/L
L03-662-3 (L03P16),Total,Malathion,<,2.5,ng/L
L03-214-2 (L03P18),Total,Malathion,NA,6.125,ng/L
L03-316-3 (L03P12),Total,Malathion,<,2.5,ng/L
L03-662-3 (L03P16),Dissolved,Malathion,NA,0,ng/L
L03-316-3 (L03P12),Dissolved,Malathion,NA,0,ng/L
L03-214-2 (L03P18),Dissolved,Malathion,NA,0,ng/L
L03-418-8,Total,Malathion,NA,576.25,ng/L
K01-12177-1 (K01P07),Total,Malathion,<,2.5,ng/L
K01-12156-4 (SCNK01),Total,Malathion,NA,0,ng/L
J03-9221-1 (J03P02),Total,Malathion,NA,6.9,ng/L
J01-9224-1 (J01P24),Total,Malathion,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Malathion,<,2.5,ng/L
L03-418-8,Dissolved,Malathion,NA,0,ng/L
K01-12177-1 (K01P07),Dissolved,Malathion,NA,0,ng/L
J03-9221-1 (J03P02),Dissolved,Malathion,NA,0,ng/L
J01-9224-1 (J01P24),Dissolved,Malathion,NA,0,ng/L
J01-9224-2 (J01P25),Dissolved,Malathion,NA,0,ng/L
L01-404-1,Total,Malathion,<,2.5,ng/L
L01-340-1,Total,Malathion,<,2.5,ng/L
L05-489-3,Total,Malathion,<,2.5,ng/L
L05-049-1,Total,Malathion,<,2.5,ng/L
L02-374-1 (L02P50),Total,Malathion,<,2.5,ng/L
L01-404-1,Dissolved,Malathion,NA,0,ng/L
L01-340-1,Dissolved,Malathion,NA,0,ng/L
L05-489-3,Dissolved,Malathion,NA,0,ng/L
L05-049-1,Dissolved,Malathion,NA,0,ng/L
L02-374-1 (L02P50),Dissolved,Malathion,NA,0,ng/L
J01-9992-1 (J01P27),Total,Malathion,<,1.6666666666666667,ng/L
J01-9131-1 (J01P28),Total,Malathion,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Malathion,<,1.6666666666666667,ng/L
J01-9992-1 (J01P27),Dissolved,Malathion,NA,0,ng/L
J01-9131-1 (J01P28),Dissolved,Malathion,NA,0,ng/L
J01-9007-1 (J02P05),Dissolved,Malathion,NA,0,ng/L
J06-9079-1 (J06P03),Total,Malathion,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Malathion,<,2.5,ng/L
J01-9082-2,Total,Malathion,<,2.5,ng/L
J06-9079-1 (J06P03),Dissolved,Malathion,NA,0,ng/L
J06-10011-1 (J06P01),Dissolved,Malathion,NA,0,ng/L
J01-9082-2,Dissolved,Malathion,NA,0,ng/L
L01-726-5,Total,Malathion,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Malathion,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Malathion,<,2.5,ng/L
K01-12159-3,Total,Malathion,<,2.5,ng/L
K01-12159-2,Total,Malathion,<,2.5,ng/L
L01-726-5,Dissolved,Malathion,NA,0,ng/L
L01-728-5 (L01-DP),Dissolved,Malathion,NA,0,ng/L
K01-12126-1 (K01S01),Dissolved,Malathion,NA,0,ng/L
K01-12159-3,Dissolved,Malathion,NA,0,ng/L
K01-12159-2,Dissolved,Malathion,NA,0,ng/L
L05-503-1,Total,Malathion,<,2.5,ng/L
L01-724-4 (L01P03),Total,Malathion,<,2.5,ng/L
L01-724-1 (L01S01),Total,Malathion,<,2.5,ng/L
L05-503-1,Dissolved,Malathion,NA,0,ng/L
L01-724-4 (L01P03),Dissolved,Malathion,NA,0,ng/L
L01-724-1 (L01S01),Dissolved,Malathion,NA,0,ng/L
M01-042-1 (M01S01),Total,Malathion,<,1.6666666666666667,ng/L
M02-032-1,Total,Malathion,<,1.6666666666666667,ng/L
SC1-2,Total,Malathion,<,1.6666666666666667,ng/L
M02-085-1 (M02P06),Total,Malathion,<,1.6666666666666667,ng/L
M02-085-2,Total,Malathion,<,1.6666666666666667,ng/L
M01-042-1 (M01S01),Dissolved,Malathion,NA,0,ng/L
M02-032-1,Dissolved,Malathion,NA,0,ng/L
SC1-2,Dissolved,Malathion,NA,0,ng/L
M02-085-1 (M02P06),Dissolved,Malathion,NA,0,ng/L
M02-085-2,Dissolved,Malathion,NA,0,ng/L
I01-11010-1,Total,Malathion,<,2.5,ng/L
I00-11437-1,Total,Malathion,<,2.5,ng/L
I01-11010-1,Dissolved,Malathion,NA,0,ng/L
I00-11437-1,Dissolved,Malathion,NA,0,ng/L
L02-246-1 (L11P01),Total,Malathion,<,1.6666666666666667,ng/L
L02-641-1,Total,Malathion,<,1.6666666666666667,ng/L
L02-641-2,Total,Malathion,<,1.6666666666666667,ng/L
L01-731-1 (L08TBN2),Total,Malathion,<,2.5,ng/L
L02-166-3 (L02P26),Total,Malathion,<,227.83333333333334,ng/L
L02-246-1 (L11P01),Dissolved,Malathion,NA,0,ng/L
L02-641-1,Dissolved,Malathion,NA,0,ng/L
L02-641-2,Dissolved,Malathion,NA,0,ng/L
L01-731-1 (L08TBN2),Dissolved,Malathion,NA,0,ng/L
L02-166-3 (L02P26),Dissolved,Malathion,NA,0,ng/L
L03-214-2 (L03P18),Total,Malathion,<,6.125,ng/L
J01-9273-1 (J01ASVM),Total,Malathion,<,2.5,ng/L
J01-9273-1 (J01ASVM),Dissolved,Malathion,NA,0,ng/L
J03-9221-1 (J03P02),Total,Malathion,<,6.9,ng/L
L02-166-3 (L02P26),Total,Malathion,NA,227.83333333333334,ng/L
L02-246-1 (L11P01),Total,Malathion,NA,1.6666666666666667,ng/L
SC1-2,Total,Malathion,NA,1.6666666666666667,ng/L
L02-641-1,Total,Malathion,NA,1.6666666666666667,ng/L
L02-641-2,Total,Malathion,NA,1.6666666666666667,ng/L
J01-9992-1 (J01P27),Total,Malathion,NA,1.6666666666666667,ng/L
J01-9007-1 (J02P05),Total,Malathion,NA,1.6666666666666667,ng/L
L03-418-8,Total,Malathion,<,576.25,ng/L
M02-085-1 (M02P06),Total,Malathion,NA,1.6666666666666667,ng/L
M02-085-2,Total,Malathion,NA,1.6666666666666667,ng/L
M02-032-1,Total,Malathion,NA,1.6666666666666667,ng/L
M01-042-1 (M01S01),Total,Malathion,NA,1.6666666666666667,ng/L
J01-9377-1,Total,Merphos,<,1,ng/L
J01-10004-1 (J01P01),Total,Merphos,<,1,ng/L
J01-9377-1,Dissolved,Merphos,NA,0,ng/L
J01-10004-1 (J01P01),Dissolved,Merphos,NA,0,ng/L
L04-266-5,Total,Merphos,<,1,ng/L
L04-672-1,Total,Merphos,<,1,ng/L
I01-11343-2 (I02P18),Total,Merphos,<,1,ng/L
L04-672-1,Dissolved,Merphos,NA,0,ng/L
L04-266-5,Dissolved,Merphos,NA,0,ng/L
I01-11343-2 (I02P18),Dissolved,Merphos,NA,0,ng/L
L03-662-3 (L03P16),Total,Merphos,<,1,ng/L
L03-214-2 (L03P18),Total,Merphos,<,1,ng/L
L03-316-3 (L03P12),Total,Merphos,<,1,ng/L
L03-662-3 (L03P16),Dissolved,Merphos,NA,0,ng/L
L03-316-3 (L03P12),Dissolved,Merphos,NA,0,ng/L
L03-214-2 (L03P18),Dissolved,Merphos,NA,0,ng/L
L03-418-8,Total,Merphos,<,1,ng/L
K01-12177-1 (K01P07),Total,Merphos,<,1,ng/L
K01-12156-4 (SCNK01),Total,Merphos,NA,0,ng/L
J03-9221-1 (J03P02),Total,Merphos,<,1,ng/L
J01-9224-1 (J01P24),Total,Merphos,<,1,ng/L
J01-9224-2 (J01P25),Total,Merphos,<,1,ng/L
L03-418-8,Dissolved,Merphos,NA,0,ng/L
K01-12177-1 (K01P07),Dissolved,Merphos,NA,0,ng/L
J03-9221-1 (J03P02),Dissolved,Merphos,NA,0,ng/L
J01-9224-1 (J01P24),Dissolved,Merphos,NA,0,ng/L
J01-9224-2 (J01P25),Dissolved,Merphos,NA,0,ng/L
L01-404-1,Total,Merphos,<,1,ng/L
L01-340-1,Total,Merphos,<,1,ng/L
L05-489-3,Total,Merphos,<,1,ng/L
L05-049-1,Total,Merphos,<,1,ng/L
L02-374-1 (L02P50),Total,Merphos,<,1,ng/L
L01-404-1,Dissolved,Merphos,NA,0,ng/L
L01-340-1,Dissolved,Merphos,NA,0,ng/L
L05-489-3,Dissolved,Merphos,NA,0,ng/L
L05-049-1,Dissolved,Merphos,NA,0,ng/L
L02-374-1 (L02P50),Dissolved,Merphos,NA,0,ng/L
J01-9992-1 (J01P27),Total,Merphos,<,0.6666666666666666,ng/L
J01-9131-1 (J01P28),Total,Merphos,<,1,ng/L
J01-9007-1 (J02P05),Total,Merphos,<,0.6666666666666666,ng/L
J01-9992-1 (J01P27),Dissolved,Merphos,NA,0,ng/L
J01-9131-1 (J01P28),Dissolved,Merphos,NA,0,ng/L
J01-9007-1 (J02P05),Dissolved,Merphos,NA,0,ng/L
J06-9079-1 (J06P03),Total,Merphos,<,1,ng/L
J06-10011-1 (J06P01),Total,Merphos,<,1,ng/L
J01-9082-2,Total,Merphos,<,1,ng/L
J06-9079-1 (J06P03),Dissolved,Merphos,NA,0,ng/L
J06-10011-1 (J06P01),Dissolved,Merphos,NA,0,ng/L
J01-9082-2,Dissolved,Merphos,NA,0,ng/L
L01-726-5,Total,Merphos,<,1,ng/L
L01-728-5 (L01-DP),Total,Merphos,<,1,ng/L
K01-12126-1 (K01S01),Total,Merphos,<,1,ng/L
K01-12159-3,Total,Merphos,<,1,ng/L
K01-12159-2,Total,Merphos,<,1,ng/L
L01-726-5,Dissolved,Merphos,NA,0,ng/L
L01-728-5 (L01-DP),Dissolved,Merphos,NA,0,ng/L
K01-12126-1 (K01S01),Dissolved,Merphos,NA,0,ng/L
K01-12159-3,Dissolved,Merphos,NA,0,ng/L
K01-12159-2,Dissolved,Merphos,NA,0,ng/L
L05-503-1,Total,Merphos,<,1,ng/L
L01-724-4 (L01P03),Total,Merphos,<,1,ng/L
L01-724-1 (L01S01),Total,Merphos,<,1,ng/L
L05-503-1,Dissolved,Merphos,NA,0,ng/L
L01-724-4 (L01P03),Dissolved,Merphos,NA,0,ng/L
L01-724-1 (L01S01),Dissolved,Merphos,NA,0,ng/L
M01-042-1 (M01S01),Total,Merphos,<,0.6666666666666666,ng/L
M02-032-1,Total,Merphos,<,0.6666666666666666,ng/L
SC1-2,Total,Merphos,<,0.6666666666666666,ng/L
M02-085-1 (M02P06),Total,Merphos,<,0.6666666666666666,ng/L
M02-085-2,Total,Merphos,<,0.6666666666666666,ng/L
M01-042-1 (M01S01),Dissolved,Merphos,NA,0,ng/L
M02-032-1,Dissolved,Merphos,NA,0,ng/L
SC1-2,Dissolved,Merphos,NA,0,ng/L
M02-085-1 (M02P06),Dissolved,Merphos,NA,0,ng/L
M02-085-2,Dissolved,Merphos,NA,0,ng/L
I01-11010-1,Total,Merphos,<,1,ng/L
I00-11437-1,Total,Merphos,<,1,ng/L
I01-11010-1,Dissolved,Merphos,NA,0,ng/L
I00-11437-1,Dissolved,Merphos,NA,0,ng/L
L02-246-1 (L11P01),Total,Merphos,<,0.6666666666666666,ng/L
L02-641-1,Total,Merphos,<,0.6666666666666666,ng/L
L02-641-2,Total,Merphos,<,0.6666666666666666,ng/L
L01-731-1 (L08TBN2),Total,Merphos,<,1,ng/L
L02-166-3 (L02P26),Total,Merphos,<,0.6666666666666666,ng/L
L02-246-1 (L11P01),Dissolved,Merphos,NA,0,ng/L
L02-641-1,Dissolved,Merphos,NA,0,ng/L
L02-641-2,Dissolved,Merphos,NA,0,ng/L
L01-731-1 (L08TBN2),Dissolved,Merphos,NA,0,ng/L
L02-166-3 (L02P26),Dissolved,Merphos,NA,0,ng/L
J01-9273-1 (J01ASVM),Total,Merphos,<,1,ng/L
J01-9273-1 (J01ASVM),Dissolved,Merphos,NA,0,ng/L
L02-246-1 (L11P01),Total,Merphos,NA,0.6666666666666666,ng/L
SC1-2,Total,Merphos,NA,0.6666666666666666,ng/L
L02-641-1,Total,Merphos,NA,0.6666666666666666,ng/L
L02-641-2,Total,Merphos,NA,0.6666666666666666,ng/L
L02-166-3 (L02P26),Total,Merphos,NA,0.6666666666666666,ng/L
J01-9992-1 (J01P27),Total,Merphos,NA,0.6666666666666666,ng/L
J01-9007-1 (J02P05),Total,Merphos,NA,0.6666666666666666,ng/L
M02-085-1 (M02P06),Total,Merphos,NA,0.6666666666666666,ng/L
M02-085-2,Total,Merphos,NA,0.6666666666666666,ng/L
M02-032-1,Total,Merphos,NA,0.6666666666666666,ng/L
M01-042-1 (M01S01),Total,Merphos,NA,0.6666666666666666,ng/L
J01-9377-1,Total,Methoxychlor,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Methoxychlor,<,2.5,ng/L
J01-9377-1,Dissolved,Methoxychlor,NA,0,ng/L
J01-10004-1 (J01P01),Dissolved,Methoxychlor,NA,0,ng/L
L04-266-5,Total,Methoxychlor,<,2.5,ng/L
L04-672-1,Total,Methoxychlor,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Methoxychlor,<,2.5,ng/L
L04-672-1,Dissolved,Methoxychlor,NA,0,ng/L
L04-266-5,Dissolved,Methoxychlor,NA,0,ng/L
I01-11343-2 (I02P18),Dissolved,Methoxychlor,NA,0,ng/L
L03-662-3 (L03P16),Total,Methoxychlor,<,2.5,ng/L
L03-214-2 (L03P18),Total,Methoxychlor,<,2.5,ng/L
L03-316-3 (L03P12),Total,Methoxychlor,<,2.5,ng/L
L03-662-3 (L03P16),Dissolved,Methoxychlor,NA,0,ng/L
L03-316-3 (L03P12),Dissolved,Methoxychlor,NA,0,ng/L
L03-214-2 (L03P18),Dissolved,Methoxychlor,NA,0,ng/L
L03-418-8,Total,Methoxychlor,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Methoxychlor,<,2.5,ng/L
K01-12156-4 (SCNK01),Total,Methoxychlor,NA,0,ng/L
J03-9221-1 (J03P02),Total,Methoxychlor,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Methoxychlor,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Methoxychlor,<,2.5,ng/L
L03-418-8,Dissolved,Methoxychlor,NA,0,ng/L
K01-12177-1 (K01P07),Dissolved,Methoxychlor,NA,0,ng/L
J03-9221-1 (J03P02),Dissolved,Methoxychlor,NA,0,ng/L
J01-9224-1 (J01P24),Dissolved,Methoxychlor,NA,0,ng/L
J01-9224-2 (J01P25),Dissolved,Methoxychlor,NA,0,ng/L
L01-404-1,Total,Methoxychlor,<,2.5,ng/L
L01-340-1,Total,Methoxychlor,<,2.5,ng/L
L05-489-3,Total,Methoxychlor,<,2.5,ng/L
L05-049-1,Total,Methoxychlor,<,2.5,ng/L
L02-374-1 (L02P50),Total,Methoxychlor,<,2.5,ng/L
L01-404-1,Dissolved,Methoxychlor,NA,0,ng/L
L01-340-1,Dissolved,Methoxychlor,NA,0,ng/L
L05-489-3,Dissolved,Methoxychlor,NA,0,ng/L
L05-049-1,Dissolved,Methoxychlor,NA,0,ng/L
L02-374-1 (L02P50),Dissolved,Methoxychlor,NA,0,ng/L
J01-9992-1 (J01P27),Total,Methoxychlor,<,1.6666666666666667,ng/L
J01-9131-1 (J01P28),Total,Methoxychlor,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Methoxychlor,<,1.6666666666666667,ng/L
J01-9992-1 (J01P27),Dissolved,Methoxychlor,NA,0,ng/L
J01-9131-1 (J01P28),Dissolved,Methoxychlor,NA,0,ng/L
J01-9007-1 (J02P05),Dissolved,Methoxychlor,NA,0,ng/L
J06-9079-1 (J06P03),Total,Methoxychlor,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Methoxychlor,<,2.5,ng/L
J01-9082-2,Total,Methoxychlor,<,2.5,ng/L
J06-9079-1 (J06P03),Dissolved,Methoxychlor,NA,0,ng/L
J06-10011-1 (J06P01),Dissolved,Methoxychlor,NA,0,ng/L
J01-9082-2,Dissolved,Methoxychlor,NA,0,ng/L
L01-726-5,Total,Methoxychlor,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Methoxychlor,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Methoxychlor,<,2.5,ng/L
K01-12159-3,Total,Methoxychlor,<,2.5,ng/L
K01-12159-2,Total,Methoxychlor,<,2.5,ng/L
L01-726-5,Dissolved,Methoxychlor,NA,0,ng/L
L01-728-5 (L01-DP),Dissolved,Methoxychlor,NA,0,ng/L
K01-12126-1 (K01S01),Dissolved,Methoxychlor,NA,0,ng/L
K01-12159-3,Dissolved,Methoxychlor,NA,0,ng/L
K01-12159-2,Dissolved,Methoxychlor,NA,0,ng/L
L05-503-1,Total,Methoxychlor,<,2.5,ng/L
L01-724-4 (L01P03),Total,Methoxychlor,<,2.5,ng/L
L01-724-1 (L01S01),Total,Methoxychlor,<,2.5,ng/L
L05-503-1,Dissolved,Methoxychlor,NA,0,ng/L
L01-724-4 (L01P03),Dissolved,Methoxychlor,NA,0,ng/L
L01-724-1 (L01S01),Dissolved,Methoxychlor,NA,0,ng/L
M01-042-1 (M01S01),Total,Methoxychlor,<,1.6666666666666667,ng/L
M02-032-1,Total,Methoxychlor,<,1.6666666666666667,ng/L
SC1-2,Total,Methoxychlor,<,1.6666666666666667,ng/L
M02-085-1 (M02P06),Total,Methoxychlor,<,1.6666666666666667,ng/L
M02-085-2,Total,Methoxychlor,<,1.6666666666666667,ng/L
M01-042-1 (M01S01),Dissolved,Methoxychlor,NA,0,ng/L
M02-032-1,Dissolved,Methoxychlor,NA,0,ng/L
SC1-2,Dissolved,Methoxychlor,NA,0,ng/L
M02-085-1 (M02P06),Dissolved,Methoxychlor,NA,0,ng/L
M02-085-2,Dissolved,Methoxychlor,NA,0,ng/L
I01-11010-1,Total,Methoxychlor,<,2.5,ng/L
I00-11437-1,Total,Methoxychlor,<,2.5,ng/L
I01-11010-1,Dissolved,Methoxychlor,NA,0,ng/L
I00-11437-1,Dissolved,Methoxychlor,NA,0,ng/L
L02-246-1 (L11P01),Total,Methoxychlor,<,1.6666666666666667,ng/L
L02-641-1,Total,Methoxychlor,<,1.6666666666666667,ng/L
L02-641-2,Total,Methoxychlor,<,1.6666666666666667,ng/L
L01-731-1 (L08TBN2),Total,Methoxychlor,<,2.5,ng/L
L02-166-3 (L02P26),Total,Methoxychlor,<,1.6666666666666667,ng/L
L02-246-1 (L11P01),Dissolved,Methoxychlor,NA,0,ng/L
L02-641-1,Dissolved,Methoxychlor,NA,0,ng/L
L02-641-2,Dissolved,Methoxychlor,NA,0,ng/L
L01-731-1 (L08TBN2),Dissolved,Methoxychlor,NA,0,ng/L
L02-166-3 (L02P26),Dissolved,Methoxychlor,NA,0,ng/L
J01-9273-1 (J01ASVM),Total,Methoxychlor,<,2.5,ng/L
J01-9273-1 (J01ASVM),Dissolved,Methoxychlor,NA,0,ng/L
L02-246-1 (L11P01),Total,Methoxychlor,NA,1.6666666666666667,ng/L
SC1-2,Total,Methoxychlor,NA,1.6666666666666667,ng/L
L02-641-1,Total,Methoxychlor,NA,1.6666666666666667,ng/L
L02-641-2,Total,Methoxychlor,NA,1.6666666666666667,ng/L
L02-166-3 (L02P26),Total,Methoxychlor,NA,1.6666666666666667,ng/L
J01-9992-1 (J01P27),Total,Methoxychlor,NA,1.6666666666666667,ng/L
J01-9007-1 (J02P05),Total,Methoxychlor,NA,1.6666666666666667,ng/L
M02-085-1 (M02P06),Total,Methoxychlor,NA,1.6666666666666667,ng/L
M02-085-2,Total,Methoxychlor,NA,1.6666666666666667,ng/L
M02-032-1,Total,Methoxychlor,NA,1.6666666666666667,ng/L
M01-042-1 (M01S01),Total,Methoxychlor,NA,1.6666666666666667,ng/L
J01-9377-1,Total,Methyl Parathion,<,1,ng/L
J01-10004-1 (J01P01),Total,Methyl Parathion,<,1,ng/L
J01-9377-1,Dissolved,Methyl Parathion,NA,0,ng/L
J01-10004-1 (J01P01),Dissolved,Methyl Parathion,NA,0,ng/L
L04-266-5,Total,Methyl Parathion,<,1,ng/L
L04-672-1,Total,Methyl Parathion,<,1,ng/L
I01-11343-2 (I02P18),Total,Methyl Parathion,<,1,ng/L
L04-672-1,Dissolved,Methyl Parathion,NA,0,ng/L
L04-266-5,Dissolved,Methyl Parathion,NA,0,ng/L
I01-11343-2 (I02P18),Dissolved,Methyl Parathion,NA,0,ng/L
L03-662-3 (L03P16),Total,Methyl Parathion,<,1,ng/L
L03-214-2 (L03P18),Total,Methyl Parathion,<,1,ng/L
L03-316-3 (L03P12),Total,Methyl Parathion,<,1,ng/L
L03-662-3 (L03P16),Dissolved,Methyl Parathion,NA,0,ng/L
L03-316-3 (L03P12),Dissolved,Methyl Parathion,NA,0,ng/L
L03-214-2 (L03P18),Dissolved,Methyl Parathion,NA,0,ng/L
L03-418-8,Total,Methyl Parathion,<,1,ng/L
K01-12177-1 (K01P07),Total,Methyl Parathion,<,1,ng/L
K01-12156-4 (SCNK01),Total,Methyl Parathion,NA,0,ng/L
J03-9221-1 (J03P02),Total,Methyl Parathion,<,1,ng/L
J01-9224-1 (J01P24),Total,Methyl Parathion,<,1,ng/L
J01-9224-2 (J01P25),Total,Methyl Parathion,<,1,ng/L
L03-418-8,Dissolved,Methyl Parathion,NA,0,ng/L
K01-12177-1 (K01P07),Dissolved,Methyl Parathion,NA,0,ng/L
J03-9221-1 (J03P02),Dissolved,Methyl Parathion,NA,0,ng/L
J01-9224-1 (J01P24),Dissolved,Methyl Parathion,NA,0,ng/L
J01-9224-2 (J01P25),Dissolved,Methyl Parathion,NA,0,ng/L
