FACILITYID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs,MonitoringYear,QIns_Day,QInscf
L02-622-1 (L02P28),2023-06-12T00:00:00Z,Unsafe to Access,Dry,Unknown,NA,0,0,2023-06-12,TRABUCO,FALSE,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},0,0,0,0,MY2022-23,0,0
L01-733-7,2023-08-15T00:00:00Z,Undetermined,Flowing,Yes,NA,0.016891,NA,2023-08-15,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},NA,0.016891,0.011654789999999998,0.011654789999999998,MY2022-23,1006.9738559999998,1006.9738559999998
I01-11093-1,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{A6CD0460-3E4D-434A-8EED-4ABA7D87A2EB},0,0,0,0,MY2022-23,0,0
L01-728-2,2023-05-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.005202,NA,2023-05-15,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,0.005202,0.0035893799999999997,0.0035893799999999997,MY2022-23,310.12243199999995,310.12243199999995
L03-691-1 (L03P09),2023-09-25T00:00:00Z,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0.097,2023-09-25,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},0.097,NA,NA,0.097,MY2022-23,8380.800000000001,7200.411840000001
L03-691-1 (L03P09),2023-06-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.10098,NA,2023-06-26,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},NA,0.10098,0.0696762,0.0696762,MY2022-23,6020.02368,7200.411840000001
L03-662-3 (L03P16),2023-08-02T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.114074,0.046,2023-08-02,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.046,0.114074,0.07871105999999999,0.046,MY2022-23,3974.3999999999996,4752
L03-662-3 (L03P16),2023-05-18T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.378135,0.064,2023-05-18,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.064,0.378135,0.26091315,0.064,MY2022-23,5529.5999999999995,4752
J05-9271-6,2023-08-17T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-17,SULPHURCREEK,FALSE,{9F5547EB-7FE3-461F-9EBD-E58B4219028B},0,0,0,0,MY2022-23,0,0
SC03-067-1,2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-05-24,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0,0,0,0,MY2022-23,0,0
SC03-067-1,2023-08-03T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-03,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0,0,0,0,MY2022-23,0,0
L04-266-5,2023-08-03T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.505135,NA,2023-08-03,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,0.505135,0.34854314999999997,0.34854314999999997,MY2022-23,30114.128159999993,23468.523983999992
L04-266-5,2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.282188,NA,2023-05-18,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,0.282188,0.19470971999999998,0.19470971999999998,MY2022-23,16822.919807999995,23468.523983999992
L01-733-5,2023-08-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-15,TRABUCO,FALSE,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},0,0,0,0,MY2022-23,0,0
L05-489-7,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.093782,0.043,2023-08-16,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.043,0.093782,0.06470958,0.043,MY2022-23,3715.2,2678.3999999999996
L01-728-7 (L01S03),2023-06-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.07475,NA,2023-06-06,DANAPOINT,FALSE,{9ABFED9B-C141-47FC-9A23-685026E584F9},NA,0.07475,0.05157749999999999,0.05157749999999999,MY2022-23,4456.295999999999,4456.295999999999
I01-11343-2 (I02P18),2023-05-18T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.004,0.003,2023-05-18,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},0.003,0.004,0.00276,0.003,MY2022-23,259.2,216
I01-11343-2 (I02P18),2023-08-03T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.006,0.002,2023-08-03,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},0.002,0.006,0.00414,0.002,MY2022-23,172.79999999999998,216
L01-728-6,2023-05-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-05-15,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0,MY2022-23,0,0
L01-728-6,2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-09-06,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0,MY2022-23,0,0
SC12-068-2,2023-05-25T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-05-25,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},0,0,0,0,MY2022-23,0,0
M01-047-1,2023-09-14T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.353571,NA,2023-09-14,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},NA,0.353571,0.24396399,0.24396399,MY2022-23,21078.488736,21270.124367999997
M01-047-1,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.36,NA,2023-06-15,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},NA,0.36,0.24839999999999998,0.24839999999999998,MY2022-23,21461.76,21270.124367999997
L04-672-1,2023-07-11T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.16,NA,2023-07-11,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,0.16,0.1104,0.1104,MY2022-23,9538.56,10034.769887999999
L04-672-1,2023-08-01T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.185965,NA,2023-08-01,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,0.185965,0.12831584999999998,0.12831584999999998,MY2022-23,11086.48944,10034.769887999999
L04-672-1,2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.277778,0.115,2023-07-25,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.115,0.277778,0.19166682000000002,0.115,MY2022-23,9936,10034.769887999999
L04-672-1,2023-08-08T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.121558,0.109,2023-08-08,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.109,0.121558,0.08387502,0.109,MY2022-23,9417.599999999999,10034.769887999999
L04-672-1,2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.384,0.118,2023-05-18,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.118,0.384,0.26496,0.118,MY2022-23,10195.2,10034.769887999999
L04-702-4,2023-06-28T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-28,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0,0,0,0,MY2022-23,0,0
L04-702-4,2023-09-26T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-09-26,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0,0,0,0,MY2022-23,0,0
L02-641-2,2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.266197,0.129,2023-07-18,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.129,0.266197,0.18367593,0.129,MY2022-23,11145.6,6076.799999999999
L02-641-2,2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.097166,0.046,2023-07-11,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.046,0.097166,0.06704454,0.046,MY2022-23,3974.3999999999996,6076.799999999999
L02-641-2,2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.185238,0.108,2023-07-25,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.108,0.185238,0.12781422,0.108,MY2022-23,9331.199999999999,6076.799999999999
L02-641-2,2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.6,0.052,2023-08-08,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.052,0.6,0.414,0.052,MY2022-23,4492.799999999999,6076.799999999999
L02-641-2,2023-06-22T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.119397,0.025,2023-06-22,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.025,0.119397,0.08238393,0.025,MY2022-23,2160,6076.799999999999
L02-641-2,2023-08-01T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.125207,0.062,2023-08-01,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.062,0.125207,0.08639283,0.062,MY2022-23,5356.799999999999,6076.799999999999
SC10-075-3 (M00S01),2023-05-25T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.012,2023-05-25,PALISADES,FALSE,{92FD4B23-81CC-4502-900C-CEB7FD1AB061},0.012,NA,NA,0.012,MY2022-23,1036.8,1036.8
L01-223-1 (L08TBN1),2023-09-13T00:00:00Z,Undetermined,Flowing,Yes,NA,0.0084,0,2023-09-13,TRABUCO,FALSE,{920D2923-A87E-4A8C-864D-656B0F11E23F},0,0.0084,0.005795999999999999,0,MY2022-23,0,1512
L01-517-7,2023-05-30T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-05-30,PALISADES,FALSE,{91F7E163-76E3-4E60-AF6E-ABEF81E97F26},0,0,0,0,MY2022-23,0,0
L04-266-1,2023-06-28T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.00225,NA,2023-06-28,ELTORO,FALSE,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},NA,0.00225,0.0015524999999999998,0.0015524999999999998,MY2022-23,134.136,134.136
J01-9785-1,2023-09-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.004704,0.002,2023-09-26,ELTORO,FALSE,{91338D15-19F3-4699-83FA-4C17B2C07214},0.002,0.004704,0.0032457599999999994,0.002,MY2022-23,172.79999999999998,172.79999999999998
L03-241-3,2023-09-28T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.1848,NA,2023-09-28,ELTORO,FALSE,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},NA,0.1848,0.127512,0.127512,MY2022-23,11017.036799999998,11599.718399999998
SC12-068-4,2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-05-24,PALISADES,FALSE,{8EA7D45C-F7B0-4458-86E9-AD604FC84803},0,0,0,0,MY2022-23,0,0
J01-9275-2,2023-07-27T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-27,ELTORO,FALSE,{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40},0,0,0,0,MY2022-23,0,643.8527999999999
J01-9275-2,2023-08-29T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,NA,0.0216,NA,2023-08-29,ELTORO,FALSE,{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40},NA,0.0216,0.014903999999999999,0.014903999999999999,MY2022-23,1287.7055999999998,643.8527999999999
J03-9234-8,2023-06-28T00:00:00Z,Undetermined,Flowing,Yes,NA,0.872727,NA,2023-06-28,SULPHURCREEK,FALSE,{8BA658D6-F310-40D7-B7B1-E1E606ACD5A0},NA,0.872727,0.60218163,0.60218163,MY2022-23,52028.492832,28264.929264000002
L01-724-1 (L01S01),2023-06-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.200769,NA,2023-06-08,DANAPOINT,FALSE,{8A859AA8-432F-48A4-B9EF-89E317C329D5},NA,0.200769,0.13853061,0.13853061,MY2022-23,11969.044704,9845.373744
L01-724-1 (L01S01),2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.129524,NA,2023-08-16,DANAPOINT,FALSE,{8A859AA8-432F-48A4-B9EF-89E317C329D5},NA,0.129524,0.08937155999999999,0.08937155999999999,MY2022-23,7721.702783999999,9845.373744
I01-11059-2,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{8A75D24A-9302-4837-9C8D-5CEE11DCAB92},0,0,0,0,MY2022-23,0,0
L05-489-4,2023-06-27T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.757026,NA,2023-06-27,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,0.757026,0.52234794,0.52234794,MY2022-23,45130.862016,28099.286207999998
L05-489-4,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.18565,NA,2023-08-16,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,0.18565,0.1280985,0.1280985,MY2022-23,11067.7104,28099.286207999998
L01-726-9,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-08,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,0,0,0,MY2022-23,0,0
L01-726-9,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,0,0,0,MY2022-23,0,0
L01-726-8,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,DANAPOINT,FALSE,{88ED161A-736E-448B-AF46-40F0E8C2F54E},0,0,0,0,MY2022-23,0,0
LC03-11515-1,2023-07-18T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-18,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},0,0,0,0,MY2022-23,0,1504.946304
LC03-11515-1,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,NA,0.039732,NA,2023-07-06,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA,0.039732,0.02741508,0.02741508,MY2022-23,2368.6629120000002,1504.946304
J01-9008-1 (J01P30),2023-09-27T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.082143,0.031,2023-09-27,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.031,0.082143,0.056678669999999994,0.031,MY2022-23,2678.3999999999996,2548.7999999999997
J01-9008-1 (J01P30),2023-07-19T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.091071,0.028,2023-07-19,SULPHURCREEK,FALSE,{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4},0.028,0.091071,0.06283899,0.028,MY2022-23,2419.2,2548.7999999999997
I01-11195-2,2023-07-12T00:00:00Z,Undetermined,Flowing,Yes,NA,0.347712,0.08,2023-07-12,LAGUNABEACH,FALSE,{86E3548C-66A9-4F7B-BC80-1C6D6520BA51},0.08,0.347712,0.23992128,0.08,MY2022-23,6912,18881.64
I01-11195-2,2023-02-09T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.5175,NA,2023-02-09,LAGUNABEACH,FALSE,{86E3548C-66A9-4F7B-BC80-1C6D6520BA51},NA,0.5175,0.3570749999999999,0.3570749999999999,MY2022-23,30851.279999999995,18881.64
J01-9264-1 (J01P06),2023-05-16T00:00:00Z,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.034,2023-05-16,ELTORO,FALSE,{86AB9BCD-9766-418C-889A-A078524BE271},0.034,NA,NA,0.034,MY2022-23,2937.6000000000004,2937.6000000000004
J01-9033-1,2023-07-13T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.019512,0.013,2023-07-13,TRABUCO,FALSE,{82959DB9-0482-452E-8715-E1BA44BC8E44},0.013,0.019512,0.01346328,0.013,MY2022-23,1123.1999999999998,647.9999999999999
J01-9033-1,2023-09-25T00:00:00Z,Undetermined,Flowing,Yes,NA,0.025,0.002,2023-09-25,TRABUCO,FALSE,{82959DB9-0482-452E-8715-E1BA44BC8E44},0.002,0.025,0.017249999999999998,0.002,MY2022-23,172.79999999999998,647.9999999999999
SC01-077-1,2023-08-04T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.153,NA,2023-08-04,PALISADES,FALSE,{8214846F-F581-46C0-852B-22F6222E000C},NA,0.153,0.10556999999999998,0.10556999999999998,MY2022-23,9121.248,4769.28
SC01-077-1,2023-05-24T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.007,NA,2023-05-24,PALISADES,FALSE,{8214846F-F581-46C0-852B-22F6222E000C},NA,0.007,0.00483,0.00483,MY2022-23,417.312,4769.28
L02-541-2,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,PALISADES,FALSE,{80D3DC2F-82C1-41D7-B291-FBE03B0CC399},0,0,0,0,MY2022-23,0,0
L02-541-2,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-08,PALISADES,FALSE,{80D3DC2F-82C1-41D7-B291-FBE03B0CC399},0,0,0,0,MY2022-23,0,0
L03-418-1,2023-08-31T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.019409,NA,2023-08-31,SULPHURCREEK,FALSE,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},NA,0.019409,0.013392209999999998,0.013392209999999998,MY2022-23,1157.086944,751.3434719999999
L03-418-1,2023-06-29T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.004,2023-06-29,SULPHURCREEK,FALSE,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},0.004,NA,NA,0.004,MY2022-23,345.59999999999997,751.3434719999999
L03-708-5,2023-09-01T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-09-01,SULPHURCREEK,FALSE,{80131D44-20B9-48C8-962C-C75A86DACEB2},0,0,0,0,MY2022-23,0,0
L03-708-5,2023-06-27T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-27,SULPHURCREEK,FALSE,{80131D44-20B9-48C8-962C-C75A86DACEB2},0,0,0,0,MY2022-23,0,0
K01-12138-1 (K01TBN1),2023-08-31T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.01134,NA,2023-08-31,SULPHURCREEK,FALSE,{7ED3F0F9-CFEC-4D38-9A33-AE41DCBA38E4},NA,0.01134,0.0078246,0.0078246,MY2022-23,676.0454399999999,12498.19632
J01-9040-1,2023-07-13T00:00:00Z,Direct Connection,Pooled or Ponded,Yes,NA,0.061875,NA,2023-07-13,TUCKER,FALSE,{7E5CB88D-6665-452A-804A-655CBEAB830F},NA,0.061875,0.042693749999999996,0.042693749999999996,MY2022-23,3688.74,3688.74
M01-060-3,2023-09-14T00:00:00Z,Undetermined,Flowing,Unknown,NA,1,0.4,2023-09-14,PALISADES,FALSE,{7E285DCF-C197-4473-A6A6-DE27863098BF},0.4,1,0.69,0.4,MY2022-23,34560,35808.146064
M01-060-3,2023-06-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,NA,0.621583,NA,2023-06-15,PALISADES,FALSE,{7E285DCF-C197-4473-A6A6-DE27863098BF},NA,0.621583,0.42889226999999996,0.42889226999999996,MY2022-23,37056.292127999994,35808.146064
L02-641-1,2023-06-22T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.0091,0.004,2023-06-22,TRABUCO,FALSE,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},0.004,0.0091,0.006279,0.004,MY2022-23,345.59999999999997,647.9999999999999
L02-641-1,2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.027746,0.011,2023-08-08,TRABUCO,FALSE,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},0.011,0.027746,0.019144739999999997,0.011,MY2022-23,950.3999999999999,647.9999999999999
J03-9234-6,2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.11152,NA,2023-08-30,SULPHURCREEK,FALSE,{7C898AE5-6408-40A7-9258-052F87B864B0},NA,0.11152,0.07694879999999998,0.07694879999999998,MY2022-23,6648.376319999998,9914.36544
J03-9234-6,2023-06-28T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.27,NA,2023-06-28,SULPHURCREEK,FALSE,{7C898AE5-6408-40A7-9258-052F87B864B0},NA,0.27,0.1863,0.1863,MY2022-23,16096.32,9914.36544
J06-10011-1 (J06P01),2023-08-09T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.475604,NA,2023-08-09,ELTORO,FALSE,{7C52C879-6B87-4321-BC5A-53A3242DD1D9},NA,0.475604,0.32816676,0.32816676,MY2022-23,28353.608064,27183.942144
J06-10011-1 (J06P01),2023-05-30T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.436364,NA,2023-05-30,ELTORO,FALSE,{7C52C879-6B87-4321-BC5A-53A3242DD1D9},NA,0.436364,0.30109115999999997,0.30109115999999997,MY2022-23,26014.276223999997,27183.942144
J01-9224-2 (J01P25),2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.066745,NA,2023-05-23,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},NA,0.066745,0.04605404999999999,0.04605404999999999,MY2022-23,3979.069919999999,4026.1993919999995
J01-9224-2 (J01P25),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,NA,0.035,2023-07-11,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},0.035,NA,NA,0.035,MY2022-23,3024,4026.1993919999995
J01-9224-2 (J01P25),2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.090955,0.023,2023-07-18,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},0.023,0.090955,0.06275895,0.023,MY2022-23,1987.1999999999998,4026.1993919999995
J01-9224-2 (J01P25),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.028649,0.032,2023-08-01,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},0.032,0.028649,0.01976781,0.032,MY2022-23,2764.7999999999997,4026.1993919999995
J01-9224-2 (J01P25),2023-02-09T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.185714,NA,2023-02-09,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},NA,0.185714,0.12814266,0.12814266,MY2022-23,11071.525823999998,4026.1993919999995
J01-9224-2 (J01P25),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.108,0.031,2023-08-08,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},0.031,0.108,0.07451999999999999,0.031,MY2022-23,2678.3999999999996,4026.1993919999995
J01-9224-2 (J01P25),2023-07-25T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.045017,0.031,2023-07-25,SULPHURCREEK,FALSE,{7BFD7882-593A-4F10-AAF7-CC4B57726763},0.031,0.045017,0.03106173,0.031,MY2022-23,2678.3999999999996,4026.1993919999995
SC11-026-1 (M00P01),2023-05-25T00:00:00Z,Partial - Significant Distance,Flowing,Unknown,NA,0.409639,NA,2023-05-25,PALISADES,FALSE,{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},NA,0.409639,0.28265091,0.28265091,MY2022-23,24421.038623999997,12210.519311999999
J01-9046-1,2023-05-16T00:00:00Z,Direct Connection,Flowing,Unknown,NA,0.00383,NA,2023-05-16,ELTORO,FALSE,{7B37BD5E-90A3-4DC7-8721-402EFF48BB71},NA,0.00383,0.0026427,0.0026427,MY2022-23,228.32928000000004,114.16464000000002
LC02-11508-3,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-06,LAGUNABEACH,FALSE,{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},0,0,0,0,MY2022-23,0,0
L01-727-1 (L01S04),2023-05-09T00:00:00Z,Direct Connection,Flowing,Unknown,NA,0.177349,NA,2023-05-09,DANAPOINT,FALSE,{798A1AA2-7443-4216-9DB2-0FB1B57E4222},NA,0.177349,0.12237081,0.12237081,MY2022-23,10572.837983999998,39946.89312
L01-727-1 (L01S04),2023-09-06T00:00:00Z,Direct Connection,Flowing,Unknown,NA,1.162791,NA,2023-09-06,DANAPOINT,FALSE,{798A1AA2-7443-4216-9DB2-0FB1B57E4222},NA,1.162791,0.8023257899999999,0.8023257899999999,MY2022-23,69320.948256,39946.89312
L01-303-5,2023-08-15T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.049619,NA,2023-08-15,TRABUCO,FALSE,{77F01F3D-4632-4CFC-AF1B-CCA5EBF929DB},NA,0.049619,0.03423711,0.03423711,MY2022-23,2958.0863040000004,2958.0863040000004
L05-049-2,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.266129,NA,2023-08-16,SULPHURCREEK,FALSE,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},NA,0.266129,0.18362900999999998,0.18362900999999998,MY2022-23,15865.546464,15865.546464
K01-12036-5,2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.166154,NA,2023-08-30,SULPHURCREEK,FALSE,{70D2A74D-50ED-4574-A929-01CB7DE7D000},NA,0.166154,0.11464625999999999,0.11464625999999999,MY2022-23,9905.436864,5889.106943999999
K01-12036-5,2023-06-28T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.031414,NA,2023-06-28,SULPHURCREEK,FALSE,{70D2A74D-50ED-4574-A929-01CB7DE7D000},NA,0.031414,0.021675659999999996,0.021675659999999996,MY2022-23,1872.7770239999995,5889.106943999999
K01-12156-6,2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,NA,1.234286,NA,2023-05-23,DANAPOINT,FALSE,{6FB4B9E1-BF9D-41E3-9F3C-703D525B54CD},NA,1.234286,0.8516573399999999,0.8516573399999999,MY2022-23,73583.19417599999,73583.19417599999
