FACILITYID,AREA,area_acres,JURISDICTI3,acres_juris_soc,AcresJO,sumNA,PERCENTAGE,JURISDICTI2,Acres,JURISDICTI,AcresOb,PERCENT_o
L01-766-8,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L01-766-9,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L02-198-1 (L02P29),NA,NA,RANCHO SANTA MARGARITA,8280.210526,NA,NA,100,NA,NA,RANCHO SANTA MARGARITA,NA,NA
L02-344-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L02-502-5,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L03-074-2,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-141-2,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-141-3,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-172-3,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-418-2,NA,NA,LAGUNA NIGUEL,9463.773977,NA,NA,100,NA,NA,LAGUNA NIGUEL,NA,NA
L03-455-4,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L03-708-9,NA,NA,LAGUNA NIGUEL,9463.773977,NA,NA,100,NA,NA,LAGUNA NIGUEL,NA,NA
L04-136-1u (L04P07),NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L04-672-1,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L05-049-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L05-489-4,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L05-503-1,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
LC01-11480-1,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
LC02-11508-2,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
LC03-11515-1,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
LC04-11199-1,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
LC05-11017-2,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
M00.1-070-6,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-002-1,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
M01-003-1,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
M01-003-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
M01-008-1,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-038-3,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-038-6,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-050-7,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-099-1,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-124-2,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-124-4,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M01-168-1d (M00P03),NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
M01-168-2d (M00P03),NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
M02-061-7,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
M02-142-1,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
SC01-077-2,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
SC02-072-4,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
SC09-081-2d,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
SC10-075-3 (M00S01),NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
SC11-035-1d,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
SC11-035-2d,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
SC11-035-3d,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
SC11-130-2,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
SM01-086-2,NA,NA,SAN CLEMENTE,11739.01617,NA,NA,100,NA,NA,SAN CLEMENTE,NA,NA
