JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
SAN CLEMENTE,Dissolved,Endrin,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Endrin Aldehyde,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Endrin Aldehyde,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Ethoprop (Ethoprofos),ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Ethoprop (Ethoprofos),ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Total,Ethyl Parathion,ng/L,0.007824194682461903,0.007824194682461903
SAN CLEMENTE,Dissolved,Ethyl Parathion,ng/L,0.007824194682461903,0.007824194682461903
SAN CLEMENTE,Total,Fenchlorphos (Ronnel),ng/L,0.0015648389364923804,0.0015648389364923804
SAN CLEMENTE,Dissolved,Fenchlorphos (Ronnel),ng/L,0.0015648389364923804,0.0015648389364923804
SAN CLEMENTE,Total,Fensulfothion,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Fensulfothion,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Total,Fenthion,ng/L,0.0015648389364923804,0.0015648389364923804
SAN CLEMENTE,Dissolved,Fenthion,ng/L,0.0015648389364923804,0.0015648389364923804
SAN CLEMENTE,Total,Fluoranthene,ng/L,0.003222590184838996,0.003222590184838996
SAN CLEMENTE,Dissolved,Fluoranthene,ng/L,0.003222590184838996,0.003222590184838996
SAN CLEMENTE,Total,Fluorene,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Fluorene,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Heptachlor,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Heptachlor,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Heptachlor Epoxide,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Heptachlor Epoxide,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,"Indeno[1,2,3-cd]pyrene",ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,"Indeno[1,2,3-cd]pyrene",ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Malathion,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Malathion,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Merphos,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Merphos,ng/L,7.824194682461902e-4,7.824194682461902e-4
