OBJECTID,Join ID,LSPC_LU_CODE,Sum acres,Summarized Area in ACRES,Count of Polygons,Percent of area,OBJECTID,MSLINK,TO_JURISDI,JURISDICTI,LTT_FEATUR,LTT_STATUS,LTT_CURREN,LTT_VERSIO,LTT_COMMIT,LTT_RETIRE,LTT_UNIQUE,MLT_TXID,GEOMETRY_A,GEOMETRY_L,Perimeter,Area,Acres,Hectares,Shape_Leng,NAME,Shape_Length,Shape_Area,Sum acres,Summarized Area in ACRES,Count of Polygons,JOIN ID
215,14,78,,6.2699633,18,0.150470003,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
216,14,80,,69.53389735,115,1.66870824,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
217,14,9999,,0.845694397,8,0.020295389,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
218,15,10,,711.547473,1701,7.716508199,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
219,15,20,,201.7912687,368,2.188362282,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
220,15,30,,539.6780875,958,5.852626737,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
221,15,40,,49.03174252,188,0.531733153,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
222,15,50,,2526.935523,10010,27.40381513,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
223,15,51,,0.852016318,5,0.009239842,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
224,15,52,,429.4406546,1139,4.657142297,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
225,15,60,,793.560299,5088,8.605905485,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
226,15,61,,228.4959274,465,2.477965076,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
227,15,62,,28.7512482,154,0.311798781,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
228,15,70,,360.0098238,900,3.904192207,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
229,15,71,,50.88247617,109,0.551804311,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
230,15,75,,1063.303216,4677,11.53118094,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
231,15,76,,320.8851732,1129,3.479898706,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
232,15,77,,1872.258036,3280,20.30402299,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
233,15,78,,4.942854358,16,0.053603666,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
234,15,79,,36.37804589,422,0.394508393,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
235,15,9999,,2.369061915,17,0.025691681,15,16,23,SAN JUAN CAPISTRANO,16,D,6242,0,0,0,2181,47938,0,0,109283.9856,401638571,9220.35287,3731.344423,109266.0171,SAN JUAN CAPISTRANO,109266.0171,401636677,,9221.112927,30626,15
236,16,51,,0.856503429,6,0.911929335,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
237,16,61,,35.39029204,85,37.68029591,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
238,16,70,,2.256926547,2,2.402973602,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
239,16,75,,5.751568248,33,6.123760281,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
240,16,76,,0.002145192,3,0.00228401,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
241,16,77,,49.66498975,109,52.87875897,16,3,10,IRVINE,3, ,0,0,0,0,2581,0,0,0,259390.6241,1839107638,42220.10189,17085.86905,259384.7095,IRVINE,27690.71888,4090964.058,,93.92242521,238,16
242,17,,,0,5,6.04189E-10,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
243,17,10,,594.0532488,1028,0.685475513,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
244,17,20,,153.9608459,369,0.177653856,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
245,17,30,,335.3375191,735,0.386943495,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
246,17,40,,213.96205,419,0.246890381,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
247,17,50,,3187.727896,11616,3.678292163,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
248,17,51,,1515.71946,1874,1.748991338,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
249,17,52,,428.6840209,1120,0.494652745,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
250,17,60,,1591.368987,8377,1.836263803,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
251,17,61,,10.01669325,24,0.011558196,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
252,17,62,,74.88075811,627,0.086403696,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
253,17,70,,964.9121564,1420,1.113400925,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
254,17,71,,125.0730104,490,0.144319389,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
255,17,75,,4077.33998,18797,4.704811921,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
256,17,76,,742.7051617,2490,0.857000349,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
257,17,77,,63694.87252,45725,73.49705604,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
258,17,78,,7379.94651,5888,8.515742655,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
259,17,79,,1458.595064,7958,1.683052058,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
260,17,80,,76.63969328,282,0.088433781,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
261,17,9999,,37.32107482,286,0.043064764,17,876,32,ORANGE CO,264,A,6362,0,0,0,2402,47998,0,0,646737.1053,6415469881,147278.9229,59601.66549,646733.5238,UNINCORPORATED,405023.5862,3774765126,,86663.11665,109530,17
