...1,Station,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,TN - mg/L,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,...117,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_M,RC_Group,LSPC_LU_DESC,RC_WMA,RC_CF,na.rm,LSPC_LU_CODE,EMC_Group,Shape_Area,AREA,PERCENTAGE,RCandCF,RC_Mcf
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Developed Open Space,OSDEV,0.217,0.16547420960804377,TRUE,75,developed open space,843849.530526596,19.372197105942252,5.539309725154273,0.0359079034849455,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Education,EDU,0.422,0.16547420960804377,TRUE,20,business,926839.4944173966,21.277392143858965,6.084083523610542,0.06983011645459447,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Multi-family Residential,RESMF,0.485,0.16547420960804377,TRUE,52,multi-family,1245.0651029005985,0.02858287610596765,0.00817302253950844,0.08025499165990123,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Open Space,OSFOR,0.078,0.16547420960804377,TRUE,78,open space,166.72077420454866,0.00382739763750335,0.00109441075989008,0.012906988349427414,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Open Space,OSLOW,0.078,0.16547420960804377,TRUE,77,open space,1695819.689892613,38.930818943795295,11.131925966076237,0.012906988349427414,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Single Family Residential,RESSFH,0.405,0.16547420960804377,TRUE,50,single family,8781622.980109144,201.5991300896796,57.6455017353638,0.06701705489125773,NA
22,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Streets and Roads,TRANS,0.471,0.16547420960804377,TRUE,60,surface street,1372613.6047040506,31.51099851182142,9.010293440195936,0.07793835272538861,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Agriculture,OSAGIR,0.222,0.16547420960804377,TRUE,70,agriculture,1179917.4857536976,27.087286626212116,7.745371855141464,0.036735274532985716,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Commercial,COMM,0.486,0.16547420960804377,TRUE,10,business,428563.175249756,9.838496086033054,2.8132315995039203,0.08042046586950927,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Commercial,UTIL,0.486,0.16547420960804377,TRUE,40,business,3201.2863367035184,0.07349171583763271,0.02101431107846826,0.08042046586950927,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Developed Open Space,OSDEV,0.217,0.16547420960804377,TRUE,75,developed open space,843849.530526596,19.372197105942252,5.539309725154273,0.0359079034849455,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Education,EDU,0.422,0.16547420960804377,TRUE,20,business,926839.4944173966,21.277392143858965,6.084083523610542,0.06983011645459447,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Multi-family Residential,RESMF,0.485,0.16547420960804377,TRUE,52,multi-family,1245.0651029005985,0.02858287610596765,0.00817302253950844,0.08025499165990123,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Open Space,OSFOR,0.078,0.16547420960804377,TRUE,78,open space,166.72077420454866,0.00382739763750335,0.00109441075989008,0.012906988349427414,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Open Space,OSLOW,0.078,0.16547420960804377,TRUE,77,open space,1695819.689892613,38.930818943795295,11.131925966076237,0.012906988349427414,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Single Family Residential,RESSFH,0.405,0.16547420960804377,TRUE,50,single family,8781622.980109144,201.5991300896796,57.6455017353638,0.06701705489125773,NA
23,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,Streets and Roads,TRANS,0.471,0.16547420960804377,TRUE,60,surface street,1372613.6047040506,31.51099851182142,9.010293440195936,0.07793835272538861,NA
24,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2649001,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,2500,3500,>=21000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,Agriculture,OSAGIR,0.222,NA,TRUE,70,agriculture,1179917.4857536976,27.087286626212116,7.745371855141464,NA,NA
24,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2649001,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,2500,3500,>=21000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,Commercial,COMM,0.486,NA,TRUE,10,business,428563.175249756,9.838496086033054,2.8132315995039203,NA,NA
24,L01-724-4 (L01P03),2023-01-10T09:07:00Z,2649001,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,2500,3500,>=21000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,Commercial,UTIL,0.486,NA,TRUE,40,business,3201.2863367035184,0.07349171583763271,0.02101431107846826,NA,NA
