LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,...1,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,TN - mg/L,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,...117,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_M,RC_WMA,RC_CF,na.rm,RCandCF,RC_Mcf,RC_WMAcf,RC_WMAcf_M,Stormwater Volume (acre-ft)_RC,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Event,Stormwater Volume (acre-ft)_RC_Mcf,Stormwater Volume (acre-ft)_RC_WMAcf,Stormwater Volume (acre-ft)_RC_WMAcf_M
OSIRR,76,Developed Open Space,developed open space,0.217,L05-049-1,3188471.5990911964,73.19752876528592,15.304518171737364,38,2022-12-12T09:19:00Z,2612002,Total,Grab,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,23000,23000,>=58000,NA,NA,NA,NA,NA,NA,356,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3261867707523169,0.217,NA,TRUE,NA,NA,0.13674019913737906,0.17722849008917385,35.26217750738884,346.33444865258014,NA,NA,22.22007914459889,188.1754163695718
OSIRR,76,Developed Open Space,developed open space,0.217,L05-049-1,3188471.5990911964,73.19752876528592,15.304518171737364,39,2022-12-12T09:19:00Z,2612007,Total,Grab,NA,NA,195647.7,<2,<2,<2,<2,<2,<5,<5,<5,<5,J1.03,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,283,<5,J2.19,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J2.35,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,5.71,J2.16,<10,J4.7699999999999996,<4,<6,<25,<2,<2,1.9,1.6,54.6,3.2,13,10,234,1700,0.65,23.8,120,9.5000000000000001E-2,<0.05,13,2.2999999999999901,<0.2,<0.2,12,46,0.27,83,2.4,1.8,0.7,H7.58,4.09999999999999,910,190,H19.100000000000001,580,<10,40,28,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,356,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3261867707523169,0.217,NA,TRUE,NA,NA,0.13674019913737906,0.17722849008917385,35.26217750738884,346.33444865258014,NA,NA,22.22007914459889,188.1754163695718
OSLOW,77,Open Space,open space,0.078,J01-9046-2,166929.43528075932,3.8321878558426,8.265470478981113,4,2022-11-08T08:38:00Z,2570001,Total,Grab,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,>=8200,16000,>=78000,NA,NA,NA,NA,NA,NA,48,{F3D1AC6C-A7BE-4D84-8128-FB26B4E5B7D8},46.36377902,30,30,30,13585.01706,30,{2E617AF1-4DE3-4D23-81BF-39FAD4E9D040},J01-Normandale,30,ELTORO,27.13,NA,NA,NA,NA,0.3595627386095262,0.078,NA,TRUE,NA,NA,0.04985952188540935,0.20945248925447166,0.6757871674385633,37.68964566564682,NA,NA,0.43197980852284407,21.954972682421296
OSLOW,77,Open Space,open space,0.078,J01-9046-2,166929.43528075932,3.8321878558426,8.265470478981113,5,2022-11-08T13:51:00Z,2572005,Dissolved,Composite,2022-11-07T16:38:00Z,2022-11-08T12:53:00Z,69701.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,<0.2,NA,1.8,13,NA,NA,240,0.48,NA,11,NA,<0.05,2.4,<0.4,<0.2,<0.2,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,{F3D1AC6C-A7BE-4D84-8128-FB26B4E5B7D8},46.36377902,30,30,30,13585.01706,30,{2E617AF1-4DE3-4D23-81BF-39FAD4E9D040},J01-Normandale,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.09542632277691866,0.3595627386095262,0.078,0.26539547213914355,TRUE,0.020700846826853195,NA,0.04985952188540935,0.20945248925447166,0.6757871674385633,37.68964566564682,10.002661306191364,NA,0.43197980852284407,21.954972682421296
OSLOW,77,Open Space,open space,0.078,J01-9046-2,166929.43528075932,3.8321878558426,8.265470478981113,6,2022-11-08T13:51:00Z,2572001,Total,Composite,2022-11-07T16:38:00Z,2022-11-08T12:53:00Z,69701.7,<2,<2,<2,<2,<2,J1.47,J2.59,<5,<5,<5,<10,J1.97,J3.93,6.49,17,<5,<5,<5,<5,<5,J3.34,<4,<2,<2,<1,16.899999999999899,<2,<1,<5,7.49,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,16.8,J1.98,<5,<5,<5,<5,<2,<5,<2,<10,<5,19.600000000000001,9.8800000000000008,<10,36.4,<4,<6,62.8,<2,<2,2.29999999999999,0.26,19.2,5.8,31,12,68.5999999999999,3200,3.3,5.04,72,0.18,<0.05,5.3,<0.4,<0.2,<0.2,13,100,0.32,22,1.7,1.8,0.38,H7.77,2,280,39,H21.3,210,19,84,39,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,48,{F3D1AC6C-A7BE-4D84-8128-FB26B4E5B7D8},46.36377902,30,30,30,13585.01706,30,{2E617AF1-4DE3-4D23-81BF-39FAD4E9D040},J01-Normandale,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.09542632277691866,0.3595627386095262,0.078,0.26539547213914355,TRUE,0.020700846826853195,NA,0.04985952188540935,0.20945248925447166,0.6757871674385633,37.68964566564682,10.002661306191364,NA,0.43197980852284407,21.954972682421296
OSLOW,77,Open Space,open space,0.078,J01-9992-1 (J01P27),280115.5792594322,6.430594575874901,1.161089195573992,10,2022-11-08T10:01:00Z,2570003,Total,Grab,NA,NA,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72000,10000,16000,>=108000,NA,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.43090185850815593,0.078,NA,TRUE,NA,NA,0.04985952188540935,0.2158617833511241,1.1135217567584978,529.8055504474736,NA,NA,0.711790543602305,265.40793150640576
OSLOW,77,Open Space,open space,0.078,J01-9992-1 (J01P27),280115.5792594322,6.430594575874901,1.161089195573992,11,2022-11-08T12:46:00Z,2572007,Dissolved,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.97,NA,1.3,12,NA,NA,26,<0.2,NA,14,NA,<0.05,5.5,12,<0.2,<0.2,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,0.078,0.25157782897085745,TRUE,0.01962307065972688,NA,0.04985952188540935,0.2158617833511241,1.1135217567584978,529.8055504474736,133.2873301582855,NA,0.711790543602305,265.40793150640576
OSLOW,77,Open Space,open space,0.078,J01-9992-1 (J01P27),280115.5792594322,6.430594575874901,1.161089195573992,12,2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,0.078,0.25157782897085745,TRUE,0.01962307065972688,NA,0.04985952188540935,0.2158617833511241,1.1135217567584978,529.8055504474736,133.2873301582855,NA,0.711790543602305,265.40793150640576
OSLOW,77,Open Space,open space,0.078,J03-9216-2,2505630.3295563883,57.52158751395258,5.120827487064849,13,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,0.078,0.16305446393396053,TRUE,0.012718248186848921,NA,0.04985952188540935,0.20015612018246,9.960438093916029,925.9682106887094,150.98325021373614,NA,6.366957450408607,499.1282863622701
OSLOW,77,Open Space,open space,0.078,J03-9216-2,2505630.3295563883,57.52158751395258,5.120827487064849,14,2022-12-12T11:57:00Z,2612004,Total,Grab,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,>=11600,>=17400,>=104000,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3713237849421887,0.078,NA,TRUE,NA,NA,0.04985952188540935,0.20015612018246,9.960438093916029,925.9682106887094,NA,NA,6.366957450408607,499.1282863622701
OSLOW,77,Open Space,open space,0.078,J03-9216-2,2505630.3295563883,57.52158751395258,5.120827487064849,15,2022-12-12T11:57:00Z,2612009,Total,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,<2,<2,<2,<2,<2,J1.1100000000000001,J3.06,<5,<5,J3.3,<10,J1.23,<5,<5,10.8,<5,<5,<5,<5,<5,J3.27,<4,<2,<2,<1,J3.85,<2,<1,<5,5.86,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,40,<4,<2,<4,11.9,J2.4300000000000002,<5,<5,7.22,15.4,<2,<5,<2,<10,<5,9.5399999999999903,14.2,<10,18.600000000000001,<4,<6,<25,<2,<2,1.5,1.4,62.9,3.3,17,8.8,258,1500,1.4,24.6,100,0.16,<0.05,8.19999999999999,1.4,<0.2,<0.2,10,65,0.24,95,1.4,1,0.25,H7.56,1.9,930,180,H18.2,550,9.6999999999999904,38,20,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,0.078,0.16305446393396053,TRUE,0.012718248186848921,NA,0.04985952188540935,0.20015612018246,9.960438093916029,925.9682106887094,150.98325021373614,NA,6.366957450408607,499.1282863622701
OSLOW,77,Open Space,open space,0.078,J07-9109-4 (J07P02),352114.72098617605,8.083474046126847,2.046832077937497,16,2022-11-08T09:17:00Z,2570002,Total,Grab,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19600,7500,6700,>=38000,NA,NA,NA,NA,NA,NA,337,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,NA,NA,NA,NA,0.3981258747605368,0.078,NA,TRUE,NA,NA,0.04985952188540935,0.22518069664130003,1.425480230664239,355.4711844802226,NA,NA,0.9112020866413073,201.05512862058993
OSLOW,77,Open Space,open space,0.078,J07-9109-4 (J07P02),352114.72098617605,8.083474046126847,2.046832077937497,17,2022-11-09T08:55:00Z,2572006,Dissolved,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.46,NA,1.2,11,NA,NA,49,<0.2,NA,5.4,NA,<0.05,2.4,0.55000000000000004,<0.2,<0.2,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980122,0.3981258747605368,0.078,0.01155389234057408,TRUE,9.012036025647783e-4,NA,0.04985952188540935,0.22518069664130003,1.425480230664239,355.4711844802226,4.1070757956608395,NA,0.9112020866413073,201.05512862058993
OSLOW,77,Open Space,open space,0.078,J07-9109-4 (J07P02),352114.72098617605,8.083474046126847,2.046832077937497,18,2022-11-09T08:55:00Z,2572002,Total,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.4,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,J1.1000000000000001,J2.23,J4.25,20.399999999999899,<5,<5,<5,<5,<5,J2.5299999999999998,<4,<2,<2,<1,8.18,<2,<1,<5,6.13,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,7.03,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,9.1999999999999904,5.9,<10,18.899999999999899,<4,<6,45.7,<2,<2,1.9,0.46,42.5,2.29999999999999,15,11,151,670,0.82,10.9,21,0.12,<0.05,3.1,0.63,<0.2,<0.2,12,94,0.16,69,1.5,1.2,0.24,H7.43,1.1,680,120,H21.5,420,7.7,24,19,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,337,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980122,0.3981258747605368,0.078,0.01155389234057408,TRUE,9.012036025647783e-4,NA,0.04985952188540935,0.22518069664130003,1.425480230664239,355.4711844802226,4.1070757956608395,NA,0.9112020866413073,201.05512862058993
OSLOW,77,Open Space,open space,0.078,K01-12156-4,10882168.374202656,249.8212098945532,17.68401347511842,19,2022-11-08T09:36:00Z,2570004,Total,Grab,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,11500,>=10800,>=61000,NA,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3188453372859192,0.078,NA,TRUE,NA,NA,0.04985952188540935,0.17794982744933818,43.25904070534083,999.9565535632717,NA,NA,27.65224470243276,558.0827923597719
OSLOW,77,Open Space,open space,0.078,K01-12156-4,10882168.374202656,249.8212098945532,17.68401347511842,20,2022-11-09T10:00:00Z,2572008,Dissolved,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.200000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.28999999999999898,NA,0.36,4.09999999999999,NA,NA,70,<0.2,NA,48,NA,<0.05,3.1,1.5,<0.2,<0.2,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.01943939995624162,0.3188453372859192,0.078,0.060968117400473906,TRUE,0.004755513157236965,NA,0.04985952188540935,0.17794982744933818,43.25904070534083,999.9565535632717,60.965468553018816,NA,27.65224470243276,558.0827923597719
OSLOW,77,Open Space,open space,0.078,K01-12156-4,10882168.374202656,249.8212098945532,17.68401347511842,21,2022-11-09T10:00:00Z,2572004,Total,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.200000001,<2,<2,<2,<2,<2,J1.42,<5,<5,<5,<5,<10,<5,<5,J4.22,5.76,<5,<5,<5,<5,<5,J4.92,<4,<2,<2,<1,6.82,<2,<1,<5,J4.5199999999999996,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.91,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,13.2,J3.65,<10,9.26,<4,<6,<25,<2,<2,2.2,1.2,78.3,5.6,13,12,345,3800,1.6,36.2999999999999,170,7.1999999999999897E-2,<0.05,6.7,1.7,<0.2,<0.2,12,47,<0.1,210,1,1.4,0.32,H7.35,1.6,1500,320,H21,910,22,120,22,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.01943939995624162,0.3188453372859192,0.078,0.060968117400473906,TRUE,0.004755513157236965,NA,0.04985952188540935,0.17794982744933818,43.25904070534083,999.9565535632717,60.965468553018816,NA,27.65224470243276,558.0827923597719
