AREA,EMC_Group,RC_Group,FACILITYID,RC,RC_M,RC_Event,RCandCF,RC_Mcf,RC_WMAcf_M,RC_WMAcf,LSPC_LU_DESC,RC_Model_Outfall,SUM_Area,...1,Constituent,Fraction,Units,EMC,EMC_Model_LU,EMC_Model_LU_divisor
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,4,TSS,Total,mg/L,626,1241.8934984562727,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,5,"Copper, Total",Total,mg/L,0.0501,0.0993911569850787,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,6,"Lead, Total",Total,mg/L,0.0021,0.004166096400572161,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,7,"Zinc, Total",Total,mg/L,0.1374,0.27258173592314994,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,8,"Copper, Total",Dissolved,mg/L,0.0113,0.022417566345935912,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,9,"Zinc, Total",Dissolved,mg/L,0.0201,0.03987549411976211,1.983855428843886
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,1,Fecal coliforms,Total,CFU/100 mL,1340,26.623447814330433,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,2,TN,Total,mg/L,35.07,0.6967793394392301,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,3,TP,Total,mg/L,1.85,0.03675625257948605,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,4,TSS,Total,mg/L,626,12.437521143112576,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,5,"Copper, Total",Total,mg/L,0.0501,9.953990563417573e-4,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,6,"Lead, Total",Total,mg/L,0.0021,4.172331373887605e-5,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,7,"Zinc, Total",Total,mg/L,0.1374,0.0027298968132007475,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,8,"Copper, Total",Dissolved,mg/L,0.0113,2.2451116440442827e-4,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,NA,NA,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,9,"Zinc, Total",Dissolved,mg/L,0.0201,3.993517172149565e-4,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,1,Fecal coliforms,Total,CFU/100 mL,1340,26.623447814330433,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,2,TN,Total,mg/L,35.07,0.6967793394392301,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,3,TP,Total,mg/L,1.85,0.03675625257948605,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,4,TSS,Total,mg/L,626,12.437521143112576,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,5,"Copper, Total",Total,mg/L,0.0501,9.953990563417573e-4,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,6,"Lead, Total",Total,mg/L,0.0021,4.172331373887605e-5,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,7,"Zinc, Total",Total,mg/L,0.1374,0.0027298968132007475,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,8,"Copper, Total",Dissolved,mg/L,0.0113,2.2451116440442827e-4,0.019868244637560026
0.2094004862065627,agriculture,Agriculture,K01-12156-4,0.222,0.3188453372859192,0.01943939995624162,0.0135349220629052,NA,0.04007974760230259,0.03661967801020217,OSAGNI,0.03661967801020217,0.5425565083348022,9,"Zinc, Total",Dissolved,mg/L,0.0201,3.993517172149565e-4,0.019868244637560026
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,55,Fecal coliforms,Total,CFU/100 mL,11600,4804.538124617271,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,56,TN,Total,mg/L,3.99,1.6525954411399062,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,57,TP,Total,mg/L,0.43,0.17809925806770918,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,58,TSS,Total,mg/L,110.9,45.93304120862546,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,59,"Copper, Total",Total,mg/L,0.0106,0.004390353803529575,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,60,"Lead, Total",Total,mg/L,0.0021,8.697870742841611e-4,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,61,"Zinc, Total",Total,mg/L,0.0263,0.010893047644606399,0.41418432108769576
8.3367667181549,developed open space,Developed Open Space,J01-9046-2,0.217,0.3595627386095262,NA,NA,NA,0.04355691307700823,0.02482463228887089,OSDEV,0.02482463228887089,16.68440910898722,62,"Copper, Total",Dissolved,mg/L,6e-4,2.4851059265261743e-4,0.41418432108769576
